EntryTime,EntryBar,Direction,EntryPrice,ExitTime,ExitBar,ExitPrice,BarsHeld,RealizedPoints,MFE,MAE,MAE_Pct,MinAbsFastGrad,NearThresholdTouches,ExitReason
2025-11-21 13:07:00,1453,LONG,24094.00,2025-11-21 13:17:30,1474,24137.75,22,43.75,55.50,0.00,0.0000,0.269900,0,VALIDATION_FAILED:FastGrad<=-0.2699(need>0.15)
2025-11-21 07:12:00,743,LONG,24179.75,2025-11-21 07:20:30,760,24184.50,18,4.75,24.50,3.50,0.0145,0.092100,2,VALIDATION_FAILED:FastGrad<=-1.6786(need>0.15)
