Timestamp,Bar,Direction,FastGradient,FastEMA,SlowEMA,Close,MaxFavorableMove,BarsToPeak,BlockedReason,Status
2025-11-21 02:02:30,124,SHORT,-1.1707,24138.27,24139.80,24133.00,0.00,0,"ADX<15(10.5) ADX:10.5 ATR:10.82 RSI:44.4 GradStab:0.914 BW:0.0001 Accel:-1.821,0,124",MISSED_FLAT
2025-11-21 02:36:00,191,LONG,1.0049,24186.48,24185.24,24191.00,0.00,0,"ADX<15(10.9) ADX:10.9 ATR:6.78 RSI:58.8 GradStab:0.451 BW:0.0001 Accel:+1.186,0,191",MISSED_FLAT
2025-11-21 02:41:00,201,LONG,0.5945,24189.57,24188.31,24192.25,0.00,0,"ADX<15(11.1) ADX:11.1 ATR:6.79 RSI:56.1 GradStab:0.635 BW:0.0001 Accel:+0.777,0,201",MISSED_FLAT
2025-11-21 03:11:30,262,LONG,0.8466,24188.44,24187.86,24192.25,0.00,0,"ADX<15(10.0) ADX:10.0 ATR:8.85 RSI:55.3 GradStab:0.219 BW:0.0000 Accel:+0.782,0,262",MISSED_FLAT
2025-11-21 03:16:00,271,LONG,2.3134,24189.59,24188.41,24200.00,0.00,0,"ADX<15(10.8) ADX:10.8 ATR:9.62 RSI:60.2 GradStab:1.259 BW:0.0000 Accel:+2.547,0,271",MISSED_FLAT
2025-11-21 03:51:00,341,LONG,0.5350,24222.59,24220.80,24225.00,0.00,0,"ADX<15(11.5) ADX:11.5 ATR:8.22 RSI:55.3 GradStab:0.655 BW:0.0001 Accel:+0.886,0,341",MISSED_FLAT
2025-11-21 05:40:30,560,LONG,0.8370,24203.48,24199.03,24207.25,0.00,0,"GradStab>1.85(2.344) ADX:20.0 ATR:10.94 RSI:56.2 GradStab:2.344 BW:0.0002 Accel:+2.546,0,560",MISSED_FLAT
2025-11-21 06:02:00,603,SHORT,-0.6376,24199.12,24201.87,24196.25,0.00,0,"ADX<15(14.8) ADX:14.8 ATR:7.26 RSI:43.5 GradStab:0.572 BW:0.0001 Accel:-0.803,0,603",MISSED_FLAT
2025-11-21 08:05:00,849,LONG,1.0173,24141.67,24141.15,24146.25,0.00,0,"ADX<15(11.9) ADX:11.9 ATR:7.83 RSI:54.7 GradStab:0.510 BW:0.0000 Accel:+1.537,0,849",MISSED_FLAT
2025-11-21 08:58:30,956,LONG,0.5140,24176.19,24175.99,24178.50,0.00,0,"ADX<15(13.8) ADX:13.8 ATR:7.16 RSI:53.4 GradStab:0.816 BW:0.0000 Accel:+0.795,0,956",MISSED_FLAT
2025-11-21 09:02:00,963,SHORT,-0.5724,24173.58,24174.39,24171.00,0.00,0,"ADX<15(12.7) ADX:12.7 ATR:7.00 RSI:46.8 GradStab:0.367 BW:0.0000 Accel:-1.029,0,963",MISSED_FLAT
2025-11-21 09:52:00,1063,SHORT,-1.6897,24105.10,24117.41,24097.50,0.00,0,"GradStab>1.85(2.043) ADX:35.3 ATR:13.09 RSI:35.4 GradStab:2.043 BW:0.0005 Accel:-2.720,0,1063",MISSED_FLAT
2025-11-21 10:26:30,1132,SHORT,-2.0566,24140.25,24142.72,24131.00,0.00,0,"GradStab>1.85(2.654) ADX:16.8 ATR:13.64 RSI:43.9 GradStab:2.654 BW:0.0001 Accel:-2.967,0,1132",MISSED_FLAT
2025-11-21 10:28:00,1135,LONG,2.6444,24144.60,24144.41,24156.50,0.00,0,"ADX<15(14.7)|GradStab>1.85(1.880) ADX:14.7 ATR:14.85 RSI:55.4 GradStab:1.880 BW:0.0000 Accel:+4.579,0,1135",MISSED_FLAT
2025-11-21 10:29:30,1138,SHORT,-0.9740,24141.88,24142.88,24137.50,0.00,0,"ADX<15(14.0) ADX:14.0 ATR:13.97 RSI:47.4 GradStab:1.723 BW:0.0000 Accel:-1.026,0,1138",MISSED_FLAT
2025-11-21 10:30:30,1140,LONG,0.8514,24144.17,24143.97,24148.00,7.75,2,"ADX<15(12.7) ADX:12.7 ATR:13.66 RSI:52.1 GradStab:1.405 BW:0.0000 Accel:+1.417,0,1140",MISSED_FLAT
2025-11-21 10:31:30,1142,LONG,1.9159,24147.13,24145.57,24155.75,0.00,0,"ADX<15(11.9) ADX:11.9 ATR:13.61 RSI:55.3 GradStab:1.340 BW:0.0001 Accel:+2.054,0,1142",MISSED_FLAT
2025-11-21 10:41:30,1162,SHORT,-1.0800,24141.36,24141.70,24136.50,0.00,0,"ADX<15(13.2) ADX:13.2 ATR:12.52 RSI:46.6 GradStab:1.658 BW:0.0000 Accel:-2.396,0,1162",MISSED_FLAT
2025-11-21 10:42:00,1163,LONG,0.8353,24144.24,24143.27,24148.00,0.00,0,"ADX<15(13.6) ADX:13.6 ATR:12.75 RSI:52.8 GradStab:1.631 BW:0.0000 Accel:+1.915,0,1163",MISSED_FLAT
2025-11-21 10:52:00,1183,LONG,2.1455,24173.85,24168.49,24183.50,0.00,0,"GradStab>1.85(2.004) ADX:15.5 ATR:11.70 RSI:60.6 GradStab:2.004 BW:0.0002 Accel:+2.205,0,1183",MISSED_FLAT
2025-11-21 12:09:30,1338,SHORT,-2.4953,23949.48,23969.02,23938.25,0.00,0,"GradStab>1.85(2.609) ADX:43.9 ATR:15.21 RSI:30.6 GradStab:2.609 BW:0.0008 Accel:-3.582,0,1338",MISSED_FLAT
2025-11-21 12:10:30,1340,SHORT,-1.9089,23948.09,23964.89,23939.50,0.00,0,"GradStab>1.85(2.088) ADX:42.2 ATR:15.64 RSI:34.7 GradStab:2.088 BW:0.0007 Accel:-2.020,0,1340",MISSED_FLAT
2025-11-21 14:10:00,1579,SHORT,-1.7204,24032.99,24038.35,24025.25,0.00,0,"AccelMisAligned(+1.615) ADX:15.5 ATR:13.96 RSI:42.9 GradStab:1.137 BW:0.0002 Accel:+1.615,0,1579",MISSED_FLAT
2025-11-21 14:18:00,1595,SHORT,-1.8044,24012.37,24015.47,24004.25,0.00,0,"GradStab>1.85(2.762) ADX:16.6 ATR:13.79 RSI:43.4 GradStab:2.762 BW:0.0001 Accel:-2.245,0,1595",MISSED_FLAT
2025-11-21 14:21:30,1602,SHORT,-0.5580,24011.26,24013.16,24008.75,0.00,0,"ADX<15(14.2) ADX:14.2 ATR:13.75 RSI:46.4 GradStab:1.111 BW:0.0001 Accel:-1.174,0,1602",MISSED_FLAT
2025-11-21 14:31:00,1621,LONG,22.9525,24025.46,24007.63,24128.75,0.00,0,"GradStab>1.85(7.049) ADX:31.1 ATR:21.94 RSI:79.5 GradStab:7.049 BW:0.0007 Accel:+24.571,0,1621",MISSED_FLAT
2025-11-21 14:44:30,1648,LONG,1.6546,24151.05,24140.51,24158.50,0.00,0,"GradStab>1.85(2.549) ADX:33.2 ATR:25.04 RSI:59.0 GradStab:2.549 BW:0.0004 Accel:+4.284,0,1648",MISSED_FLAT
2025-11-21 14:53:00,1665,LONG,3.1050,24228.78,24212.91,24242.75,0.00,0,"GradStab>1.85(2.558) ADX:34.2 ATR:19.96 RSI:65.1 GradStab:2.558 BW:0.0007 Accel:+3.638,0,1665",MISSED_FLAT
2025-11-21 15:02:00,1683,SHORT,-0.5737,24209.83,24213.38,24207.25,0.00,0,"GradStab>1.85(1.863) ADX:19.5 ATR:16.24 RSI:48.2 GradStab:1.863 BW:0.0001 Accel:-1.327,0,1683",MISSED_FLAT
2025-11-21 15:09:00,1697,SHORT,-1.9844,24171.93,24180.43,24163.00,0.00,0,"GradStab>1.85(2.504) ADX:19.8 ATR:15.83 RSI:40.3 GradStab:2.504 BW:0.0004 Accel:-2.195,0,1697",MISSED_FLAT
2025-11-21 15:12:30,1704,LONG,2.7965,24187.92,24186.47,24200.50,0.00,0,"ADX<15(14.1) ADX:14.1 ATR:15.36 RSI:55.7 GradStab:1.350 BW:0.0001 Accel:+0.540,0,1704",MISSED_FLAT
2025-11-21 15:24:30,1728,LONG,0.7057,24265.57,24254.48,24268.75,0.00,0,"GradStab>1.85(2.201) ADX:36.6 ATR:14.25 RSI:61.4 GradStab:2.201 BW:0.0005 Accel:+2.303,0,1728",MISSED_FLAT
2025-11-21 15:33:30,1746,SHORT,-1.8967,24217.54,24222.85,24209.00,0.00,0,"GradStab>1.85(2.217) ADX:21.3 ATR:15.12 RSI:42.7 GradStab:2.217 BW:0.0002 Accel:-2.023,0,1746",MISSED_FLAT
2025-11-21 16:04:00,1807,SHORT,-0.9376,24233.97,24236.78,24229.75,0.00,0,"ADX<15(13.5) ADX:13.5 ATR:13.00 RSI:44.9 GradStab:1.292 BW:0.0001 Accel:-2.418,0,1807",MISSED_FLAT
2025-11-21 16:31:00,1861,LONG,7.0074,24216.97,24212.92,24248.50,0.00,0,"GradStab>1.85(2.397) ADX:24.4 ATR:15.41 RSI:68.9 GradStab:2.397 BW:0.0002 Accel:+6.741,0,1861",MISSED_FLAT
2025-11-21 16:33:00,1865,LONG,6.2006,24229.35,24221.04,24257.25,0.00,0,"GradStab>1.85(3.437) ADX:24.4 ATR:24.50 RSI:62.2 GradStab:3.437 BW:0.0003 Accel:+8.769,0,1865",MISSED_FLAT
2025-11-21 16:35:00,1869,LONG,5.5280,24229.37,24222.61,24254.25,0.00,0,"GradStab>1.85(4.205) ADX:20.9 ATR:31.85 RSI:57.4 GradStab:4.205 BW:0.0003 Accel:+8.277,0,1869",MISSED_FLAT
2025-11-21 16:37:30,1874,LONG,5.1957,24229.37,24223.69,24252.75,0.00,0,"GradStab>1.85(4.032) ADX:16.7 ATR:32.84 RSI:56.5 GradStab:4.032 BW:0.0002 Accel:+5.679,0,1874",MISSED_FLAT
2025-11-21 17:01:30,1922,SHORT,-7.2769,24190.50,24199.72,24157.75,0.00,0,"ADX<15(13.9)|GradStab>1.85(3.257) ADX:13.9 ATR:34.23 RSI:42.1 GradStab:3.257 BW:0.0004 Accel:-10.317,0,1922",MISSED_FLAT
2025-11-21 17:16:30,1952,SHORT,-2.5914,24112.41,24124.77,24100.75,0.00,0,"GradStab>1.85(2.115) ADX:19.4 ATR:33.95 RSI:42.2 GradStab:2.115 BW:0.0005 Accel:-5.717,0,1952",MISSED_FLAT
2025-11-21 17:21:00,1961,SHORT,-5.2002,24093.90,24104.18,24070.50,0.00,0,"GradStab>1.85(4.228) ADX:17.1 ATR:34.27 RSI:41.3 GradStab:4.228 BW:0.0004 Accel:-9.819,0,1961",MISSED_FLAT
2025-11-21 17:55:00,2029,LONG,3.9024,24056.69,24050.45,24074.25,0.00,0,"GradStab>1.85(3.629) ADX:15.7 ATR:31.70 RSI:56.5 GradStab:3.629 BW:0.0003 Accel:+4.102,0,2029",MISSED_FLAT
2025-11-21 18:17:30,2074,LONG,3.5039,24064.48,24052.15,24080.25,0.00,0,"GradStab>1.85(1.931) ADX:19.2 ATR:26.24 RSI:61.4 GradStab:1.931 BW:0.0005 Accel:+4.120,0,2074",MISSED_FLAT
2025-11-21 18:21:30,2082,LONG,4.7973,24043.16,24042.29,24064.75,0.00,0,"GradStab>1.85(4.438) ADX:17.9 ATR:29.32 RSI:56.2 GradStab:4.438 BW:0.0000 Accel:+3.944,0,2082",MISSED_FLAT
2025-11-21 18:33:00,2105,LONG,1.2456,24163.14,24143.75,24168.75,0.00,0,"GradStab>1.85(2.646) ADX:28.4 ATR:23.85 RSI:62.0 GradStab:2.646 BW:0.0008 Accel:+2.062,0,2105",MISSED_FLAT
2025-11-21 18:34:30,2108,LONG,3.5133,24169.94,24152.42,24185.75,0.00,0,"GradStab>1.85(2.990) ADX:25.7 ATR:23.30 RSI:64.9 GradStab:2.990 BW:0.0007 Accel:+3.709,0,2108",MISSED_FLAT
2025-11-21 18:36:00,2111,LONG,1.0719,24172.93,24158.71,24177.75,0.00,0,"GradStab>1.85(2.252) ADX:23.2 ATR:23.96 RSI:59.2 GradStab:2.252 BW:0.0006 Accel:+1.883,0,2111",MISSED_FLAT
2025-11-21 19:04:30,2168,LONG,1.0946,24337.07,24324.69,24342.00,0.00,0,"GradStab>1.85(3.361) ADX:34.9 ATR:20.14 RSI:63.1 GradStab:3.361 BW:0.0005 Accel:+1.944,0,2168",MISSED_FLAT
2025-11-21 19:49:00,2257,LONG,1.1267,24380.93,24379.78,24386.00,0.00,0,"ADX<15(12.5) ADX:12.5 ATR:16.88 RSI:54.1 GradStab:1.806 BW:0.0000 Accel:+1.149,0,2257",MISSED_FLAT
2025-11-21 19:51:00,2261,SHORT,-3.2233,24380.50,24380.62,24366.00,0.00,0,"ADX<15(12.8)|GradStab>1.85(2.104) ADX:12.8 ATR:17.32 RSI:43.5 GradStab:2.104 BW:0.0000 Accel:-3.905,0,2261",MISSED_FLAT
2025-11-21 19:57:00,2273,SHORT,-1.3952,24361.78,24365.28,24355.50,0.00,0,"ADX<15(11.5)|GradStab>1.85(2.139) ADX:11.5 ATR:16.94 RSI:44.1 GradStab:2.139 BW:0.0001 Accel:-3.993,0,2273",MISSED_FLAT
2025-11-21 20:03:00,2285,SHORT,-0.6635,24345.24,24350.26,24342.25,0.00,0,"ADX<15(10.0) ADX:10.0 ATR:15.44 RSI:43.3 GradStab:0.988 BW:0.0002 Accel:-1.464,0,2285",MISSED_FLAT
2025-11-21 20:26:00,2331,LONG,1.7242,24246.99,24245.96,24254.75,0.00,0,"GradStab>1.85(2.476) ADX:17.6 ATR:18.78 RSI:52.5 GradStab:2.476 BW:0.0000 Accel:+3.440,0,2331",MISSED_FLAT
2025-11-21 20:29:00,2337,LONG,1.2673,24247.80,24246.72,24253.50,4.25,2,"ADX<15(13.7) ADX:13.7 ATR:18.54 RSI:52.3 GradStab:1.475 BW:0.0000 Accel:+1.420,0,2337",MISSED_FLAT
2025-11-21 20:30:00,2339,LONG,1.7510,24249.87,24247.94,24257.75,0.00,0,"ADX<15(11.9) ADX:11.9 ATR:18.81 RSI:53.7 GradStab:1.392 BW:0.0001 Accel:+2.247,0,2339",MISSED_FLAT
2025-11-21 20:54:00,2387,LONG,1.1167,24503.22,24471.86,24508.25,0.00,0,"GradStab>1.85(5.635) ADX:43.5 ATR:25.48 RSI:65.9 GradStab:5.635 BW:0.0013 Accel:+1.449,0,2387",MISSED_FLAT
2025-11-21 20:56:30,2392,LONG,1.7780,24497.25,24480.06,24505.25,0.00,0,"GradStab>1.85(3.985) ADX:35.1 ATR:25.54 RSI:61.4 GradStab:3.985 BW:0.0007 Accel:+4.489,0,2392",MISSED_FLAT
2025-11-21 20:59:30,2398,LONG,1.6256,24482.68,24477.77,24490.00,0.00,0,"GradStab>1.85(2.507) ADX:24.8 ATR:25.86 RSI:55.3 GradStab:2.507 BW:0.0002 Accel:+5.785,0,2398",MISSED_FLAT
2025-11-21 21:01:00,2401,LONG,1.0962,24483.82,24479.58,24488.75,0.00,0,"GradStab>1.85(2.582) ADX:21.8 ATR:25.32 RSI:54.7 GradStab:2.582 BW:0.0002 Accel:+1.832,0,2401",MISSED_FLAT
2025-11-21 21:03:00,2405,LONG,0.5341,24485.35,24481.94,24487.75,0.00,0,"GradStab>1.85(1.864) ADX:19.7 ATR:23.55 RSI:53.8 GradStab:1.864 BW:0.0001 Accel:+0.720,0,2405",MISSED_FLAT
2025-11-21 21:19:30,2438,LONG,1.7906,24539.94,24536.26,24548.00,0.00,0,"ADX<15(12.2) ADX:12.2 ATR:16.68 RSI:58.0 GradStab:1.108 BW:0.0001 Accel:+2.319,0,2438",MISSED_FLAT
2025-11-21 21:31:00,2461,LONG,1.7603,24584.83,24579.10,24592.75,0.00,0,"ADX<15(11.9) ADX:11.9 ATR:13.46 RSI:60.9 GradStab:1.003 BW:0.0002 Accel:+1.821,0,2461",MISSED_FLAT
