EntryTime,EntryBar,Direction,EntryPrice,ExitTime,ExitBar,ExitPrice,BarsHeld,RealizedPoints,MFE,MAE,ExitReason,PendingUsed,ConfirmDelta,MinHoldBars,MinEntryFastGrad,ValidationMinFastGrad,ExitConfirmFastEMADelta,FastExitThreshLong,FastExitThreshShort
2025-11-21 01:14:30,28,LONG,24077.00,2025-11-21 01:27:00,53,24109.00,26,32.00,50.75,5.00,VALIDATION_FAILED:FastGrad<=-1.0998(need>0.18),0,0.00,2,0.35,0.18,0.50,-0.25
2025-11-21 01:28:00,55,LONG,24124.25,2025-11-21 01:31:00,61,24110.00,7,-14.25,5.50,0.00,VALIDATION_FAILED:FastGrad<=-1.9987(need>0.18),0,0.00,2,0.35,0.18,0.50,-0.25
2025-11-21 01:31:30,62,SHORT,24115.00,2025-11-21 01:32:30,64,24127.75,3,-12.75,0.00,13.25,VALIDATION_FAILED:FastGrad>=1.0280(need<-0.18),0,0.00,2,0.35,0.18,0.50,-0.25
2025-11-21 01:33:00,65,LONG,24126.75,2025-11-21 01:36:30,72,24128.25,8,1.50,15.50,0.00,VALIDATION_FAILED:FastGrad<=-0.6050(need>0.18),0,0.00,2,0.35,0.18,0.50,-0.25
2025-11-21 01:37:00,73,SHORT,24117.50,2025-11-21 01:41:00,81,24117.00,9,0.50,10.75,0.00,VALIDATION_FAILED:FastGrad>=0.1954(need<-0.18),0,0.00,2,0.35,0.18,0.50,-0.25
2025-11-21 01:41:30,82,SHORT,24106.75,2025-11-21 01:42:30,84,24118.75,3,-12.00,0.00,6.00,VALIDATION_FAILED:FastGrad>=0.7339(need<-0.18),0,0.00,2,0.35,0.18,0.50,-0.25
2025-11-21 01:43:00,85,LONG,24128.50,2025-11-21 01:50:00,99,24147.75,15,19.25,36.00,5.25,VALIDATION_FAILED:FastGrad<=-0.5105(need>0.18),0,0.00,2,0.35,0.18,0.50,-0.25
2025-11-21 01:50:30,100,SHORT,24141.00,2025-11-21 01:55:30,110,24143.75,11,-2.75,5.00,11.75,VALIDATION_FAILED:FastGrad>=0.3964(need<-0.18),0,0.00,2,0.35,0.18,0.50,-0.25
2025-11-21 01:56:00,111,LONG,24147.50,2025-11-21 01:58:00,115,24140.50,5,-7.00,7.75,0.00,VALIDATION_FAILED:FastGrad<=-1.0227(need>0.18),0,0.00,2,0.35,0.18,0.50,-0.25
2025-11-21 01:58:30,116,SHORT,24138.25,2025-11-21 02:01:00,121,24145.25,6,-7.00,7.75,0.00,VALIDATION_FAILED:FastGrad>=0.9490(need<-0.18),0,0.00,2,0.35,0.18,0.50,-0.25
