bull_threshold,bear_threshold,tolerance_bars,force_threshold,total_bull_signals,total_bear_signals,bull_win_rate,bear_win_rate,bull_avg_move,bear_avg_move,combined_win_rate
0.75,-0.75,1,2.0,234,201,30.34188034188034,1.9900497512437811,79.05982905982906,1.3385453683961146,16.16596504656206
1.0,-1.0,1,2.0,234,201,30.34188034188034,1.9900497512437811,79.05982905982906,1.3385453683961146,16.16596504656206
1.0,-1.0,1,None,234,201,30.34188034188034,1.9900497512437811,79.05982905982906,1.3385453683961146,16.16596504656206
0.75,-0.75,1,3.0,234,201,30.34188034188034,1.9900497512437811,79.05982905982906,1.3385453683961146,16.16596504656206
1.0,-1.0,1,3.0,234,201,30.34188034188034,1.9900497512437811,79.05982905982906,1.3385453683961146,16.16596504656206
0.75,-0.75,1,None,234,201,30.34188034188034,1.9900497512437811,79.05982905982906,1.3385453683961146,16.16596504656206
1.5,-1.5,1,3.0,231,200,30.303030303030305,2.0,79.65367965367966,1.3452380952380951,16.151515151515152
1.5,-1.5,1,None,231,200,30.303030303030305,2.0,79.65367965367966,1.3452380952380951,16.151515151515152
1.5,-1.5,1,2.0,231,200,30.303030303030305,2.0,79.65367965367966,1.3452380952380951,16.151515151515152
0.3,-0.3,1,3.0,235,201,30.21276595744681,1.9900497512437811,78.72340425531915,1.3385453683961146,16.101407854345297
0.3,-0.3,1,2.0,235,201,30.21276595744681,1.9900497512437811,78.72340425531915,1.3385453683961146,16.101407854345297
0.3,-0.3,1,None,235,201,30.21276595744681,1.9900497512437811,78.72340425531915,1.3385453683961146,16.101407854345297
0.5,-0.5,1,None,235,201,30.21276595744681,1.9900497512437811,78.72340425531915,1.3385453683961146,16.101407854345297
0.5,-0.5,1,2.0,235,201,30.21276595744681,1.9900497512437811,78.72340425531915,1.3385453683961146,16.101407854345297
0.5,-0.5,1,3.0,235,201,30.21276595744681,1.9900497512437811,78.72340425531915,1.3385453683961146,16.101407854345297
0.75,-0.75,2,2.0,125,91,30.4,1.098901098901099,78.8,0.5494505494505495,15.749450549450549
0.75,-0.75,2,3.0,125,91,30.4,1.098901098901099,78.8,0.5494505494505495,15.749450549450549
1.0,-1.0,2,2.0,125,91,30.4,1.098901098901099,78.8,0.5494505494505495,15.749450549450549
1.0,-1.0,2,None,125,91,30.4,1.098901098901099,78.8,0.5494505494505495,15.749450549450549
1.0,-1.0,2,3.0,125,91,30.4,1.098901098901099,78.8,0.5494505494505495,15.749450549450549
1.5,-1.5,2,None,125,91,30.4,1.098901098901099,78.4,0.5494505494505495,15.749450549450549
1.5,-1.5,2,2.0,125,91,30.4,1.098901098901099,78.4,0.5494505494505495,15.749450549450549
0.75,-0.75,2,None,125,91,30.4,1.098901098901099,78.8,0.5494505494505495,15.749450549450549
1.5,-1.5,2,3.0,125,91,30.4,1.098901098901099,78.4,0.5494505494505495,15.749450549450549
0.3,-0.3,2,None,125,91,30.4,1.098901098901099,78.8,0.5494505494505495,15.749450549450549
0.3,-0.3,2,2.0,125,91,30.4,1.098901098901099,78.8,0.5494505494505495,15.749450549450549
0.5,-0.5,2,3.0,125,91,30.4,1.098901098901099,78.8,0.5494505494505495,15.749450549450549
0.5,-0.5,2,2.0,125,91,30.4,1.098901098901099,78.8,0.5494505494505495,15.749450549450549
0.5,-0.5,2,None,125,91,30.4,1.098901098901099,78.8,0.5494505494505495,15.749450549450549
0.3,-0.3,2,3.0,125,91,30.4,1.098901098901099,78.8,0.5494505494505495,15.749450549450549
0.75,-0.75,0,2.0,447,444,26.62192393736018,4.054054054054054,62.639821029082775,2.48471685971686,15.337988995707118
0.75,-0.75,0,None,447,444,26.62192393736018,4.054054054054054,62.639821029082775,2.48471685971686,15.337988995707118
0.75,-0.75,0,3.0,447,444,26.62192393736018,4.054054054054054,62.639821029082775,2.48471685971686,15.337988995707118
0.5,-0.5,0,3.0,448,445,26.5625,4.044943820224719,62.5,2.4791332263242376,15.30372191011236
0.5,-0.5,0,None,448,445,26.5625,4.044943820224719,62.5,2.4791332263242376,15.30372191011236
0.5,-0.5,0,2.0,448,445,26.5625,4.044943820224719,62.5,2.4791332263242376,15.30372191011236
0.3,-0.3,0,3.0,448,446,26.339285714285715,4.0358744394618835,62.276785714285715,2.4735746316463807,15.1875800768738
0.3,-0.3,0,2.0,448,446,26.339285714285715,4.0358744394618835,62.276785714285715,2.4735746316463807,15.1875800768738
0.3,-0.3,0,None,448,446,26.339285714285715,4.0358744394618835,62.276785714285715,2.4735746316463807,15.1875800768738
1.0,-1.0,0,3.0,445,441,26.29213483146067,4.081632653061225,62.47191011235955,2.5016196954972467,15.186883742260948
1.0,-1.0,0,2.0,445,441,26.29213483146067,4.081632653061225,62.47191011235955,2.5016196954972467,15.186883742260948
1.0,-1.0,0,None,445,441,26.29213483146067,4.081632653061225,62.47191011235955,2.5016196954972467,15.186883742260948
1.5,-1.5,0,3.0,425,425,26.35294117647059,3.7647058823529407,61.64705882352941,2.3212885154061627,15.058823529411766
1.5,-1.5,0,2.0,425,425,26.35294117647059,3.7647058823529407,61.64705882352941,2.3212885154061627,15.058823529411766
1.5,-1.5,0,None,425,425,26.35294117647059,3.7647058823529407,61.64705882352941,2.3212885154061627,15.058823529411766
