Timestamp,Bar,Direction,FastGradient,FastEMA,SlowEMA,Close,MaxFavorableMove,BarsToPeak,BlockedReason,Status
2025-11-21 15:02:00,1683,SHORT,-0.5737,24209.83,24213.38,24207.25,0.00,0,"GradStab>1.46(1.863)|ATR>13.57(16.24)|RSI<50.0(48.2) ADX:19.5 ATR:16.24 RSI:48.2 GradStab:1.863 BW:0.0001 Accel:-1.327,0,1683",MISSED_FLAT
2025-11-21 15:09:00,1697,SHORT,-1.9844,24171.93,24180.43,24163.00,0.00,0,"GradStab>1.46(2.504)|ATR>13.57(15.83)|RSI<50.0(40.3) ADX:19.8 ATR:15.83 RSI:40.3 GradStab:2.504 BW:0.0004 Accel:-2.195,0,1697",MISSED_FLAT
2025-11-21 15:11:00,1701,SHORT,-0.5824,24177.62,24181.56,24175.00,0.00,0,"ADX<18(16.6)|ATR>13.57(16.09)|RSI<50.0(45.9) ADX:16.6 ATR:16.09 RSI:45.9 GradStab:1.150 BW:0.0002 Accel:-1.078,0,1701",MISSED_FLAT
2025-11-21 15:24:30,1728,LONG,0.7057,24265.57,24254.48,24268.75,0.00,0,"GradStab>1.46(2.201)|ATR>13.57(14.25) ADX:36.6 ATR:14.25 RSI:61.4 GradStab:2.201 BW:0.0005 Accel:+2.303,0,1728",MISSED_FLAT
2025-11-21 15:33:30,1746,SHORT,-1.8967,24217.54,24222.85,24209.00,0.00,0,"GradStab>1.46(2.217)|ATR>13.57(15.12)|RSI<50.0(42.7) ADX:21.3 ATR:15.12 RSI:42.7 GradStab:2.217 BW:0.0002 Accel:-2.023,0,1746",MISSED_FLAT
2025-11-21 15:36:00,1751,LONG,3.3851,24226.52,24225.77,24241.75,0.00,0,"GradStab>1.46(1.590)|ATR>13.57(15.24) ADX:18.5 ATR:15.24 RSI:57.4 GradStab:1.590 BW:0.0000 Accel:+2.859,0,1751",MISSED_FLAT
2025-11-21 16:04:00,1807,SHORT,-0.9376,24233.97,24236.78,24229.75,0.00,0,"ADX<18(13.5)|RSI<50.0(44.9) ADX:13.5 ATR:13.00 RSI:44.9 GradStab:1.292 BW:0.0001 Accel:-2.418,0,1807",MISSED_FLAT
2025-11-21 16:08:30,1816,SHORT,-0.6759,24222.79,24227.07,24219.75,0.00,0,"ADX<18(15.9)|RSI<50.0(43.4) ADX:15.9 ATR:11.81 RSI:43.4 GradStab:0.995 BW:0.0002 Accel:-1.213,0,1816",MISSED_FLAT
2025-11-21 16:31:00,1861,LONG,7.0074,24216.97,24212.92,24248.50,0.00,0,"GradStab>1.46(2.397)|ATR>13.57(15.41) ADX:24.4 ATR:15.41 RSI:68.9 GradStab:2.397 BW:0.0002 Accel:+6.741,0,1861",MISSED_FLAT
2025-11-21 16:33:00,1865,LONG,6.2006,24229.35,24221.04,24257.25,0.00,0,"GradStab>1.46(3.437)|ATR>13.57(24.50) ADX:24.4 ATR:24.50 RSI:62.2 GradStab:3.437 BW:0.0003 Accel:+8.769,0,1865",MISSED_FLAT
2025-11-21 16:35:00,1869,LONG,5.5280,24229.37,24222.61,24254.25,0.00,0,"GradStab>1.46(4.205)|ATR>13.57(31.85) ADX:20.9 ATR:31.85 RSI:57.4 GradStab:4.205 BW:0.0003 Accel:+8.277,0,1869",MISSED_FLAT
2025-11-21 16:37:30,1874,LONG,5.1957,24229.37,24223.69,24252.75,0.00,0,"ADX<18(16.7)|GradStab>1.46(4.032)|ATR>13.57(32.84) ADX:16.7 ATR:32.84 RSI:56.5 GradStab:4.032 BW:0.0002 Accel:+5.679,0,1874",MISSED_FLAT
2025-11-21 17:01:30,1922,SHORT,-7.2769,24190.50,24199.72,24157.75,0.00,0,"ADX<18(13.9)|GradStab>1.46(3.257)|ATR>13.57(34.23)|RSI<50.0(42.1) ADX:13.9 ATR:34.23 RSI:42.1 GradStab:3.257 BW:0.0004 Accel:-10.317,0,1922",MISSED_FLAT
2025-11-21 17:16:30,1952,SHORT,-2.5914,24112.41,24124.77,24100.75,0.00,0,"GradStab>1.46(2.115)|ATR>13.57(33.95)|RSI<50.0(42.2) ADX:19.4 ATR:33.95 RSI:42.2 GradStab:2.115 BW:0.0005 Accel:-5.717,0,1952",MISSED_FLAT
2025-11-21 17:21:00,1961,SHORT,-5.2002,24093.90,24104.18,24070.50,0.00,0,"ADX<18(17.1)|GradStab>1.46(4.228)|ATR>13.57(34.27)|RSI<50.0(41.3) ADX:17.1 ATR:34.27 RSI:41.3 GradStab:4.228 BW:0.0004 Accel:-9.819,0,1961",MISSED_FLAT
2025-11-21 17:55:00,2029,LONG,3.9024,24056.69,24050.45,24074.25,0.00,0,"ADX<18(15.7)|GradStab>1.46(3.629)|ATR>13.57(31.70) ADX:15.7 ATR:31.70 RSI:56.5 GradStab:3.629 BW:0.0003 Accel:+4.102,0,2029",MISSED_FLAT
2025-11-21 18:17:30,2074,LONG,3.5039,24064.48,24052.15,24080.25,0.00,0,"GradStab>1.46(1.931)|ATR>13.57(26.24) ADX:19.2 ATR:26.24 RSI:61.4 GradStab:1.931 BW:0.0005 Accel:+4.120,0,2074",MISSED_FLAT
