ts_local,bar_time_utc,bar_index,instrument,signal_type,price,supertrend,volume,netflow,ema_color_hist
2025-11-18 01:06:30.000,2025-11-18T07:06:30.0000000Z,12,MNQ 12-25,BULL,24949.25,24949.25,1,3.5,15_15_15
2025-11-18 01:12:00.000,2025-11-18T07:12:00.0000000Z,23,MNQ 12-25,BEAR,24915.25,24915.25,1,-1.5,0_0_0
2025-11-18 01:25:30.000,2025-11-18T07:25:30.0000000Z,50,MNQ 12-25,BULL,24910.5,24910.5,1,1.1276302032546637,12_12_12
2025-11-18 01:31:30.000,2025-11-18T07:31:30.0000000Z,62,MNQ 12-25,BEAR,24918.5,24918.5,1,1.3068230502716993,11_11_11
2025-11-18 01:32:00.000,2025-11-18T07:32:00.0000000Z,63,MNQ 12-25,BULL,24918.5,24918.5,1,0.20568542999936357,12_12_11
2025-11-18 01:32:30.000,2025-11-18T07:32:30.0000000Z,64,MNQ 12-25,BEAR,24918.75,24918.75,1,0.10610445568680138,10_10_11
2025-11-18 01:34:30.000,2025-11-18T07:34:30.0000000Z,68,MNQ 12-25,BULL,24922.5,24922.5,1,0.86617895478484419,15_15_15
2025-11-18 01:35:30.000,2025-11-18T07:35:30.0000000Z,70,MNQ 12-25,BEAR,24920.5,24920.5,1,-0.71851638194329559,11_12_11
2025-11-18 01:36:30.000,2025-11-18T07:36:30.0000000Z,72,MNQ 12-25,BULL,24923.75,24923.75,1,3.9324024412092657,15_15_15
2025-11-18 01:37:00.000,2025-11-18T07:37:00.0000000Z,73,MNQ 12-25,BEAR,24919.75,24919.75,1,1.1957506805918166,6_6_7
2025-11-18 01:37:30.000,2025-11-18T07:37:30.0000000Z,74,MNQ 12-25,BULL,24925.25,24925.25,1,2.9224016970186422,15_15_15
2025-11-18 01:46:00.000,2025-11-18T07:46:00.0000000Z,91,MNQ 12-25,BEAR,24919.5,24919.5,1,-0.5,0_0_0
2025-11-18 01:58:30.000,2025-11-18T07:58:30.0000000Z,116,MNQ 12-25,BULL,24918,24918,1,-0.5,0_0_2
2025-11-18 02:16:30.000,2025-11-18T08:16:30.0000000Z,152,MNQ 12-25,BEAR,24919,24919,1,0.5,0_0_0
2025-11-18 02:49:00.000,2025-11-18T08:49:00.0000000Z,217,MNQ 12-25,BULL,24881.5,24881.5,1,2.5,15_15_15
2025-11-18 02:58:30.000,2025-11-18T08:58:30.0000000Z,236,MNQ 12-25,BEAR,24872.75,24872.75,1,-1.2778044859939115,0_0_0
2025-11-18 03:07:30.000,2025-11-18T09:07:30.0000000Z,254,MNQ 12-25,BULL,24897.25,24897.25,1,0.82565352289432159,15_15_15
2025-11-18 03:28:30.000,2025-11-18T09:28:30.0000000Z,296,MNQ 12-25,BEAR,24926.5,24926.5,1,-0.5,3_3_3
2025-11-18 03:32:30.000,2025-11-18T09:32:30.0000000Z,304,MNQ 12-25,BULL,24926.75,24926.75,1,0.5,8_6_6
2025-11-18 03:33:00.000,2025-11-18T09:33:00.0000000Z,305,MNQ 12-25,BEAR,24916,24916,1,-0.5,0_0_0
2025-11-18 03:34:30.000,2025-11-18T09:34:30.0000000Z,308,MNQ 12-25,BULL,24923.75,24923.75,1,1,2_2_2
