ts_local,bar_time_utc,bar_index,open,high,low,close,vpm,attract,objection,netflow,ema_color,momentum,supertrend,upper_band,lower_band,bull_cross,bear_cross,bull_cross_raw,bear_cross_raw,bull_reason,bear_reason,realtime_state,realtime_reason,regime,atr30,ema10,ema20,energy_ema_first,range_max,range_min,range_mid,range_os,range_count,score_bull,score_bear,adx,atr_ratio,ema_spread,price_to_band,momentum_ext,curvature_ratio,range_break,exit_long,exit_short
2025-11-18 01:05:30.000,2025-11-18T07:05:30.0000000Z,10,24939.25,24951,24937.25,24950,2,6.9170333294719777,0.5,6.4170333294719777,15,,24875.900000000001,25005.099999999999,24875.900000000001,1,0,1,0,[CROSS]|[EMA15-STABLE]|[RT-BULL]|[RT-PLOT],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,12.729166666666666,24932.705304970437,24922.96552157792,24937.309184476173,,,,0,,,7,5,,,,0,,1.6057097495713133,0,0,0
2025-11-18 01:06:00.000,2025-11-18T07:06:00.0000000Z,11,24949.25,24951,24942,24947,2,7,0.5,6.5,15,,24885.799999999999,25005.099999999999,24885.799999999999,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,12.461538461538462,24934.787811504735,24924.96540387662,24939.32734758094,,,,0,,,4,4,,,,0,,2.3829630262207515,0,0,0
2025-11-18 01:06:30.000,2025-11-18T07:06:30.0000000Z,12,24946,24954.5,24944,24944,2,7,2.5,4.5,15,,24885.799999999999,25005.099999999999,24885.799999999999,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,12.267857142857142,24936.119779660898,24926.582077430317,24941.571878064755,,,,0,,,4,4,54.299635456375071,,,0,,2.1549282868478405,0,0,0
2025-11-18 01:07:00.000,2025-11-18T07:07:00.0000000Z,13,24943.75,24945,24938.5,24941.25,2,6.5,3,3.5,14,,24897.049999999999,24985.450000000001,24897.049999999999,0,0,0,0,[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[RT-BULL],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,11.9,24936.58973707792,24927.7159838882,24941.607502451807,,,,0,,,4,4,53.271011114924171,,,0,0,1.9507901847192752,0,0,0
2025-11-18 01:07:30.000,2025-11-18T07:07:30.0000000Z,14,24940.75,24940.75,24929.75,24935.5,2,6.4992841587489929,1.5,4.9992841587489929,12,0.0013050636469501666,24897.049999999999,24985.450000000001,24897.049999999999,0,0,0,0,[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[RT-BULL],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,11.90625,24935.428793146399,24927.909699708373,24940.186001961447,,,,0,,,3,3,50.763159029404619,,,0,0,1.8235370832914439,0,0,0
2025-11-18 01:08:00.000,2025-11-18T07:08:00.0000000Z,15,24934.5,24938,24925,24925,2,6.0873381014559769,3.5,2.5873381014559769,2,0.00043147997631877341,24897.049999999999,24985.450000000001,24897.049999999999,0,0,0,0,,[RT-FLAT],FLAT,NONE_DOWN|diff=-9.50|BULL_FAIL:obj>3.00&ema<8|BEAR_FAIL:net>-0.50&obj<4.00,BULL,11.985294117647058,24932.34669852474,24926.933038965173,24937.958801569155,,,,0,,,2,2,48.419265732132075,,,0,0,1.7576589467484791,0,0,0
2025-11-18 01:08:30.000,2025-11-18T07:08:30.0000000Z,16,24926.25,24929.5,24921.75,24923.25,2,5.2501778087573214,3.5,1.7501778087573214,0,-0.00026073265877114691,24897.049999999999,24975.950000000001,24897.049999999999,0,0,0,0,[GUARD-EMA0],[RT-FLAT],FLAT,NONE_DOWN|diff=-3.00|BULL_FAIL:obj>3.00&ema<8|BEAR_FAIL:net>-0.50&obj<4.00,BULL,11.722222222222221,24930.382835983048,24926.395198519509,24935.687041255325,,,,0,,,2,2,46.040074268330557,,,0,0,0.22784634598821835,0,0,0
2025-11-18 01:09:00.000,2025-11-18T07:09:00.0000000Z,17,24924,24930.25,24922.75,24924.75,2,5.0050007648112853,3.5,1.5050007648112853,1,-0.00026071697167209828,24897.049999999999,24975.75,24897.049999999999,0,0,0,0,,[RT-FLAT],FLAT,NONE_UP|diff=0.75|BULL_FAIL:obj>3.00&ema<8|BEAR_FAIL:net>-0.50&obj<4.00,BULL,11.486842105263158,24929.379345143156,24926.255519748942,24934.399633004265,,,,0,,,2,2,44.304674167316584,,,0,0,3.4945041867274274,0,0,0
2025-11-18 01:09:30.000,2025-11-18T07:09:30.0000000Z,18,24924.25,24924.25,24914.5,24918.75,2,5.1619087295057398,3.5,1.6619087295057398,0,0.0004014653485221057,24897.049999999999,24975.75,24897.049999999999,0,0,0,0,[GUARD-EMA0],[RT-FLAT],FLAT,NONE_DOWN|diff=-5.50|BULL_FAIL:obj>3.00&ema<8|BEAR_FAIL:net>-0.50&obj<4.00,BULL,11.4125,24926.67400966258,24925.090594965597,24931.319706403414,,,,0,0,,2,2,40.78406025811956,,,0,0,1.5477810887178118,0,0,0
2025-11-18 01:10:00.000,2025-11-18T07:10:00.0000000Z,19,24919,24919.5,24914.25,24916.75,2,4.8571985857699733,3.5,1.3571985857699733,0,0.00017059708981435022,24897.049999999999,24952.450000000001,24897.049999999999,0,0,0,0,[GUARD-EMA0],[RT-FLAT],FLAT,NONE_DOWN|diff=-2.25|BULL_FAIL:obj>3.00&ema<8|BEAR_FAIL:net>-0.50&obj<4.00,BULL,11.154761904761905,24924.716751707401,24924.197613132135,24928.685765122733,,,,0,0,,2,2,38.353644781138946,,,0,0,0.21104929944955109,0,0,0
2025-11-18 01:10:30.000,2025-11-18T07:10:30.0000000Z,20,24917.75,24920.75,24914.25,24916,2,4.0966017755839541,3.5,0.59660177558395411,0,-3.0100233778482348E-05,24897.049999999999,24952.450000000001,24897.049999999999,0,0,0,0,[GUARD-EMA0],[RT-FLAT],FLAT,NONE_DOWN|diff=-1.75|BULL_FAIL:net<1.00&obj>3.00&ema<8|BEAR_FAIL:net>-0.50&obj<4.00,BULL,10.909090909090908,24922.826102636634,24923.242284897333,24926.57861209819,,,,0,0,,2,2,36.367005253490369,,,0,0,24.713377139233454,0,0,0
2025-11-18 01:11:00.000,2025-11-18T07:11:00.0000000Z,21,24915.75,24916.5,24910.75,24915.75,2,4,2.5,1.5,0,-0.00066179346027735164,24897.049999999999,24952.450000000001,24897.049999999999,0,0,0,0,[GUARD-EMA0],[RT-FLAT],FLAT,FLAT|diff=0.00|BULL_FAIL:ema<8|BEAR_FAIL:net>-0.50&obj<4.00,BULL,10.695652173913043,24921.448629429975,24922.48111490711,24924.432889678552,,,,0,0,,4,4,33.587681528717674,,,0,0,5.1829858968876259,0,0,0
2025-11-18 01:11:30.000,2025-11-18T07:11:30.0000000Z,22,24915.25,24916,24911,24911.25,2,4,4.5,-0.5,0,-0.0011027016189664679,24897.049999999999,24945.25,24897.049999999999,0,0,0,0,[GUARD-EMA0],[RT-BEAR]|[RT-PLOT]|[THROTTLE-BYPASS],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BULL,10.447916666666666,24918.953837302208,24921.043004190335,24921.866311742844,,,,0,0,,4,4,31.400212132181164,,,0,0,1.5059058225923601,0,0,0
2025-11-18 01:12:00.000,2025-11-18T07:12:00.0000000Z,23,24911,24915,24903.5,24905.25,2,4,4.5,-0.5,0,-0.001413363805857942,24897.049999999999,24945.25,24897.049999999999,0,0,0,0,[GUARD-EMA0],[RT-BEAR]|[RT-PLOT]|[THROTTLE-BYPASS],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BULL,10.49,24915.561404073705,24919.019634176744,24919.133049394277,,,,0,0,,4,4,30.243434548917428,,,0,0,1.5307907473796067,0,0,0
2025-11-18 01:12:30.000,2025-11-18T07:12:30.0000000Z,24,24905,24910.25,24900,24907.5,2,4,2.5,1.5,0,-0.0017034068136272545,24897.049999999999,24945.25,24897.049999999999,0,0,0,0,[NETFLOW-BULL] emaColor=0 net=1.50|[GUARD-EMA0],[RT-FLAT],FLAT,NONE_UP|diff=2.50|BULL_FAIL:ema<8|BEAR_FAIL:net>-0.50&obj<4.00,BULL,10.5,24914.603958704931,24918.209374232472,24917.796439515423,,,,0,0,,5,5,29.454395623450857,,,0,0,2.5074541463184095,0,0,0
2025-11-18 01:13:00.000,2025-11-18T07:13:00.0000000Z,25,24908.25,24914.75,24906.75,24910,2,4,4.5,-0.5,0,-0.0014831442658435885,24897.049999999999,24945.25,24897.049999999999,0,0,0,0,[GUARD-EMA0],[RT-BEAR]|[RT-PLOT]|[THROTTLE-BYPASS],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BULL,10.416666666666666,24914.209024064363,24917.673560813506,24917.47715161234,,,,0,0,,4,4,27.237510392475627,,,0,0,2.243533100901677,0,0,0
2025-11-18 01:13:30.000,2025-11-18T07:13:30.0000000Z,26,24911,24912.5,24903.75,24905.25,2,4,4.5,-0.5,0,-0.0015534797947402181,24897.049999999999,24945.25,24897.049999999999,0,0,0,0,[GUARD-EMA0],[RT-BEAR]|[RT-PLOT]|[THROTTLE-BYPASS],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BULL,10.339285714285714,24911.815647788193,24916.042518740567,24915.371721289874,,,,0,0,,4,4,26.370356261458959,,,0,0,1.8044051050612031,0,0,0
2025-11-18 01:14:00.000,2025-11-18T07:14:00.0000000Z,27,24905.75,24909,24904.5,24908,2,4,2.5,1.5,0,-0.0013331328622262317,24897.049999999999,24938.599999999999,24897.049999999999,0,0,0,0,[NETFLOW-BULL] emaColor=0 net=1.50|[GUARD-EMA0],[RT-FLAT],FLAT,NONE_UP|diff=2.25|BULL_FAIL:ema<8|BEAR_FAIL:net>-0.50&obj<4.00,BULL,10.137931034482758,24911.547513479592,24915.518061173439,24914.517377031898,,,,0,0,,4,4,25.256769722469272,,,0,0,2.1517646514182678,0,0,0
2025-11-18 01:14:30.000,2025-11-18T07:14:30.0000000Z,28,24908.5,24911,24903.5,24904.75,2,3,4.5,-1.5,0,-0.0012331816085500592,24897.049999999999,24938.599999999999,24897.049999999999,0,0,0,0,[GUARD-EMA0],[RT-BEAR]|[RT-PLOT]|[THROTTLE-BYPASS],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BULL,10.058333333333334,24909.617387061815,24914.097973714743,24912.813901625519,,,,0,0,,3,3,23.659876381637229,0,0,0,0,1.8532072799395418,0,0,0
2025-11-18 01:15:00.000,2025-11-18T07:15:00.0000000Z,29,24904,24910.75,24903.5,24903.5,2,3,4.5,-1.5,0,-0.00086258776328986962,24897.049999999999,24938.599999999999,24897.049999999999,0,0,0,0,[GUARD-EMA0],[RT-BEAR]|[RT-PLOT]|[THROTTLE-BYPASS],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BULL,9.932500000000001,24908.43075470347,24913.045558984541,24912.031121300421,,,,0,0,,3,3,22.448048075579361,0,0,0,0,1.350778968193149,0,0,0
2025-11-18 01:15:30.000,2025-11-18T07:15:30.0000000Z,30,24903.5,24906,24891.75,24892.5,2,1.5,5,-3.5,0,-0.0012337877283259606,24938.599999999999,24938.599999999999,24897.049999999999,0,0,0,1,[GUARD-EMA0],[CROSS]|[RT-BEAR]|[RT-PLOT]|[THROTTLE-BYPASS],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BEAR,10.077249999999999,24903.988799302839,24910.188612323884,24908.624897040339,,,,0,0,,4,6,23.904161865419095,0,0,0,0,1.8649508143510145,0,0,0
2025-11-18 01:16:00.000,2025-11-18T07:16:00.0000000Z,31,24893,24906.75,24891.25,24906.5,2,2,3,-1,0,-0.00073220393384086104,24938.599999999999,24938.599999999999,24801.099999999999,0,0,0,0,,[RT-FLAT],FLAT,NONE_UP|diff=13.50|BULL_FAIL:net<1.00&ema<8|BEAR_FAIL:obj<4.00,BEAR,10.241341666666667,24906.362736619674,24910.952962170588,24910.299917632274,,,,0,0,,2,2,23.778085783451566,0,0,0,0,2.0331701132012738,0,0,0
2025-11-18 01:16:30.000,2025-11-18T07:16:30.0000000Z,32,24906,24906,24897.75,24897.75,2,1,5.5,-4.5,0,-0.00084273890142964631,24938.599999999999,24938.599999999999,24841.650000000001,0,0,0,0,[GUARD-EMA0],[RT-BEAR]|[RT-PLOT]|[THROTTLE-BYPASS],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BEAR,10.165796944444445,24903.569511779733,24908.984652848219,24907.789934105818,,,,0,0,,3,3,23.774304678792628,0,0,0,0,2.0335271945790656,0,0,0
2025-11-18 01:17:00.000,2025-11-18T07:17:00.0000000Z,33,24897.75,24902,24894.5,24899.5,2,1.5,3,-1.5,0,-0.00069230537690509399,24938.599999999999,24938.599999999999,24848.5,0,0,0,0,[GUARD-EMA0],[RT-FLAT],FLAT,NONE_UP|diff=1.75|BULL_FAIL:net<1.00&ema<8|BEAR_FAIL:obj<4.00,BEAR,10.076937046296297,24903.044476580111,24908.208336703945,24906.761947284656,,,,0,0,,3,3,24.44380474138206,0,0,0,0,2.0799051283847096,0,0,0
2025-11-18 01:17:30.000,2025-11-18T07:17:30.0000000Z,34,24899.25,24899.75,24892.25,24894,2,1.5,5,-3.5,0,-0.00088296676834162785,24938.599999999999,24938.599999999999,24848.5,0,0,0,0,[GUARD-EMA0],[RT-BEAR]|[RT-PLOT]|[THROTTLE-BYPASS],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BEAR,9.9829835891975325,24900.573580011824,24906.378971303569,24904.239557827728,,,,0,0,,3,3,25.189668074198597,0,0,0,0,1.926497822497915,0,0,0
2025-11-18 01:18:00.000,2025-11-18T07:18:00.0000000Z,35,24893.75,24896.5,24891.25,24895.5,2,2.5,3,-0.5,0,-0.00081273893019475631,24931.200000000001,24931.200000000001,24859.799999999999,0,0,0,0,[GUARD-EMA0],[RT-FLAT],FLAT,NONE_UP|diff=1.75|BULL_FAIL:net<1.00&ema<8|BEAR_FAIL:obj<4.00,BEAR,9.8196619140020598,24899.956896042728,24905.517481973071,24902.981646262186,,,,0,0,,4,4,25.86682881151695,0,0,0,0,2.1392338184383592,0,0,0
2025-11-18 01:18:30.000,2025-11-18T07:18:30.0000000Z,36,24895.75,24898.75,24893,24897.25,2,3,2.5,0.5,0,-0.00056199508254302778,24931.200000000001,24931.200000000001,24859.799999999999,0,0,0,0,[GUARD-EMA0],[RT-FLAT],FLAT,NONE_UP|diff=1.50|BULL_FAIL:net<1.00&ema<8|BEAR_FAIL:net>-0.50&obj<4.00,BEAR,9.6945620724242136,24899.824237258101,24904.930783009651,24902.465317009752,,,,0,0,,4,4,25.495801617606862,0,0,0,0,1.9323396324859197,0,0,0
2025-11-18 01:19:00.000,2025-11-18T07:19:00.0000000Z,37,24898,24898,24890.5,24895,2,3,2.5,0.5,0,-0.00041155981168629102,24931.200000000001,24931.200000000001,24859.799999999999,0,0,0,0,[GUARD-EMA0],[RT-FLAT],FLAT,NONE_DOWN|diff=-3.00|BULL_FAIL:net<1.00&ema<8|BEAR_FAIL:net>-0.50&obj<4.00,BEAR,9.5972433366767405,24898.54627676489,24903.750300274038,24901.022253607804,,,,0,0,,4,4,26.147007620490907,0,0,0,0,2.2212716215109611,0,0,0
2025-11-18 01:19:30.000,2025-11-18T07:19:30.0000000Z,38,24895.25,24895.25,24882,24887.75,2,2.5,5,-2.5,0,-0.0007929338552644786,24931.200000000001,24931.200000000001,24859.799999999999,0,0,0,0,[GUARD-EMA0],[RT-BEAR]|[RT-PLOT]|[THROTTLE-BYPASS],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BEAR,9.7045574476764038,24895.422160328297,24901.556394125491,24898.317802886246,,,,0,0,,5,5,28.09297437884328,0,0,0,0,1.9288194831406154,0,0,0
2025-11-18 01:20:00.000,2025-11-18T07:20:00.0000000Z,39,24887.5,24893.25,24886,24890,2,2.5,3,-0.5,0,-0.00080289040545965479,24931.200000000001,24931.200000000001,24859.799999999999,0,0,0,0,[GUARD-EMA0],[RT-FLAT],FLAT,NONE_UP|diff=2.50|BULL_FAIL:net<1.00&ema<8|BEAR_FAIL:obj<4.00,BEAR,9.6482944216427473,24894.580941095053,24900.552157043243,24897.324242308998,,,,0,0,,4,4,29.124139110745435,0,0,0,0,2.1500555377618404,0,0,0
2025-11-18 01:20:30.000,2025-11-18T07:20:30.0000000Z,40,24888.75,24902.5,24887,24902,2,2.5,3,-0.5,2,-0.00013049457443711668,24931.200000000001,24931.200000000001,24859.799999999999,0,0,0,0,,[RT-FLAT],FLAT,NONE_UP|diff=13.25|BULL_FAIL:net<1.00&ema<8|BEAR_FAIL:obj<4.00,BEAR,9.7858512742546555,24897.900935276117,24901.831770204655,24900.459393847203,,,,0,0,,3,3,26.628205548217522,0,0,0,0,1.9183771084316328,0,0,0
2025-11-18 01:21:00.000,2025-11-18T07:21:00.0000000Z,41,24902,24904,24896.25,24904,32,3,3,0,3,-0.00016059097478721696,24931.200000000001,24931.200000000001,24859.799999999999,0,0,0,0,,[RT-FLAT],FLAT,NONE_UP|diff=2.00|BULL_FAIL:net<1.00&ema<8|BEAR_FAIL:net>-0.50&obj<4.00,BEAR,9.7093784540017225,24899.307376796161,24902.210603881311,24901.487515077763,,,,0,0,,2,2,25.491116174093378,0,0,0,0,0.85473505102427516,0,0,0
2025-11-18 01:21:30.000,2025-11-18T07:21:30.0000000Z,42,24904,24905,24897.25,24898,2,2.5,5,-2.5,0,-0.00027103263433682329,24931.200000000001,24931.200000000001,24859.799999999999,0,0,0,0,[GUARD-EMA0],[RT-BEAR]|[RT-PLOT]|[THROTTLE-BYPASS],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BEAR,9.6437880610905538,24898.131655395206,24901.268777661324,24900.900012062211,,,,0,0,,4,4,24.338574680900244,0,0,0,0,2.2370078216744278,0,0,0
2025-11-18 01:22:00.000,2025-11-18T07:22:00.0000000Z,43,24897.75,24903,24895,24900.5,20,1.5,3,-1.5,0,-0.00012046499488023771,24931.200000000001,24931.200000000001,24859.799999999999,0,0,0,0,[GUARD-EMA0],[RT-FLAT],FLAT,NONE_UP|diff=2.75|BULL_FAIL:net<1.00&ema<8|BEAR_FAIL:obj<4.00,BEAR,9.6053840146097578,24898.789536232442,24901.337284097208,24901.460009649771,,,,0,0,,1,1,24.015122405095948,0,0,0,0,1.6872848129384181,0,0,0
2025-11-18 01:22:30.000,2025-11-18T07:22:30.0000000Z,44,24899.5,24900,24894.75,24897.5,4,2,3,-1,0,0.00020086371397007131,24931.200000000001,24931.200000000001,24861.799999999999,0,0,0,0,[GUARD-EMA0],[RT-FLAT],FLAT,NONE_DOWN|diff=-2.00|BULL_FAIL:net<1.00&ema<8|BEAR_FAIL:obj<4.00,BEAR,9.4465934363449868,24898.303008983563,24900.823302391804,24900.798007719815,,,,0,0,,3,3,23.498079237736025,0,0,0,0,2.2548461809545866,0,0,0
2025-11-18 01:23:00.000,2025-11-18T07:23:00.0000000Z,45,24897.75,24904.5,24896.5,24903.5,2,1,3,-2,3,-0.00012045048481320137,24931.200000000001,24931.200000000001,24861.799999999999,0,0,0,0,,[RT-FLAT],FLAT,NONE_UP|diff=5.75|BULL_FAIL:net<1.00&ema<8|BEAR_FAIL:obj<4.00,BEAR,9.3980958773557077,24900.194197432833,24901.621309873761,24902.518406175855,,,,0,0,,0,0,21.379635911386515,0,0,0,0,1.8558246138650787,0,0,0
2025-11-18 01:23:30.000,2025-11-18T07:23:30.0000000Z,46,24904,24905.25,24897,24898.5,2,2,5,-3,0,3.0123203903967227E-05,24931.200000000001,24931.200000000001,24861.799999999999,0,0,0,0,[GUARD-EMA0],[RT-BEAR]|[RT-PLOT]|[THROTTLE-BYPASS],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BEAR,9.3595482369994087,24899.204343354133,24900.921547935668,24902.064724940683,,,,0,0,,3,3,19.931072101942497,0,0,0,0,2.164331301656865,0,0,0
2025-11-18 01:24:00.000,2025-11-18T07:24:00.0000000Z,47,24899.25,24904,24899,24902,2,1,3,-2,0,0.00010040362256270207,24931.200000000001,24931.200000000001,24868,0,0,0,0,[GUARD-EMA0],[RT-FLAT],FLAT,NONE_UP|diff=2.75|BULL_FAIL:net<1.00&ema<8|BEAR_FAIL:obj<4.00,BEAR,9.2172855179883175,24900.212644562471,24901.30883815495,24902.911779952548,,,,0,0,,0,0,18.708667842587609,0,0,0,0,1.848806697743627,0,0,0
2025-11-18 01:24:30.000,2025-11-18T07:24:30.0000000Z,48,24902.5,24915.5,24900,24910.5,2,3,2.5,0.5,12,0.00066281031573873226,24931.200000000001,24931.200000000001,24868,0,0,0,0,,[RT-FLAT],FLAT,NONE_UP|diff=8.00|BULL_FAIL:net<1.00|BEAR_FAIL:net>-0.50&obj<4.00&ema>6,BEAR,9.393376000722041,24903.273155468465,24902.873529305725,24906.509423962038,,,,0,0,,2,2,20.184276207412012,0,0,0,0,1.8128442358217638,0,0,0
2025-11-18 01:25:00.000,2025-11-18T07:25:00.0000000Z,49,24910.5,24915.25,24907,24913.25,2,3.1978785477895144,1.5,1.6978785477895144,15,0.00071298025747625071,24931.200000000001,24931.200000000001,24868,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BEAR,9.3877634673646391,24905.723490837834,24904.217773680237,24908.867539169634,,,,0,0,,3,3,20.297481217529338,0,0,0,0,0.80675330932955203,0,0,0
2025-11-18 01:25:30.000,2025-11-18T07:25:30.0000000Z,50,24914.5,24918.25,24910.75,24914.75,2,3.4774948224144238,1.5,1.9774948224144238,15,0.00070288887326913619,24931.200000000001,24931.200000000001,24868,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BEAR,9.3012269073413734,24907.265500768139,24905.170956232232,24910.494031335707,,,,0,0,,4,4,21.129666522761685,0,0,0,0,2.6575226683818709,0,0,0
2025-11-18 01:26:00.000,2025-11-18T07:26:00.0000000Z,51,24914,24922.5,24911.5,24922.5,2,3.8805889798894837,1.5,2.3805889798894837,15,0.0011046394858405303,24931.200000000001,24931.200000000001,24868,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BEAR,9.3297971215411053,24911.254417983851,24907.529958133015,24914.20522506857,,,,0,0,,3,3,22.490211844045042,0,0,0,0,1.6534552608400119,0,0,0
2025-11-18 01:26:30.000,2025-11-18T07:26:30.0000000Z,52,24922.25,24925.25,24919.25,24922.75,2,4.1871336103151258,1.5,2.6871336103151258,15,0.0014063143514379565,24931.200000000001,24931.200000000001,24881.950000000001,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BEAR,9.204081661934179,24913.418903970258,24909.022569830096,24916.394180054856,,,,0,0,,4,4,23.858374900566684,0,0,0,0,3.5799664831992772,0,0,0
2025-11-18 01:27:00.000,2025-11-18T07:27:00.0000000Z,53,24922.75,24922.75,24916.75,24917.25,2,4.2505666597425886,3.5,0.75056665974258863,15,0.0010948171956609079,24931.200000000001,24931.200000000001,24881.950000000001,0,0,0,0,[EMA15-STABLE]|[RT-FLAT],,FLAT,NONE_DOWN|diff=-5.50|BULL_FAIL:net<1.00&obj>3.00|BEAR_FAIL:net>-0.50&obj<4.00&ema>6,BEAR,9.1156122732030394,24913.43364870294,24909.403640277116,24916.715344043885,,,,0,0,,3,3,23.789439155757144,0,0,0,0,2.1612140554683439,0,0,0
2025-11-18 01:27:30.000,2025-11-18T07:27:30.0000000Z,54,24918,24920,24916.25,24918,2,4.3119068944149372,3.5,0.81190689441493724,15,0.00064251867319893986,24931.200000000001,24931.200000000001,24892.5,0,0,0,0,[EMA15-STABLE]|[RT-FLAT],[GUARD-EMA15],FLAT,FLAT|diff=0.00|BULL_FAIL:net<1.00&obj>3.00|BEAR_FAIL:net>-0.50&obj<4.00&ema>6,BEAR,8.925091864096272,24914.172985302401,24910.174722155483,24917.192275235109,,,,0,0,,3,3,24.02617996456652,0,0,0,0,3.6086366992449523,0,0,0
