ts_local,bar_time_utc,bar_index,instrument,signal_type,price,supertrend,volume,netflow,ema_color_hist
2025-11-17 01:06:30.000,2025-11-17T07:06:30.0000000Z,12,MNQ 12-25,BEAR,25045.5,25045.5,1,-0.5,0_0_0
2025-11-17 01:12:30.000,2025-11-17T07:12:30.0000000Z,24,MNQ 12-25,BULL,25095.75,25095.75,1,1.642952165064651,9_9_9
2025-11-17 01:51:30.000,2025-11-17T07:51:30.0000000Z,102,MNQ 12-25,BEAR,25166,25166,1,-0.92507277269353794,3_3_4
2025-11-17 01:52:00.000,2025-11-17T07:52:00.0000000Z,103,MNQ 12-25,BULL,25168,25168,1,-0.90404050744893538,6_6_6
2025-11-17 01:52:30.000,2025-11-17T07:52:30.0000000Z,104,MNQ 12-25,BEAR,25165.5,25165.5,1,-2,3_3_3
2025-11-17 01:53:00.000,2025-11-17T07:53:00.0000000Z,105,MNQ 12-25,BULL,25172.75,25172.75,1,0.77416757487478582,15_15_15
2025-11-17 01:54:30.000,2025-11-17T07:54:30.0000000Z,108,MNQ 12-25,BEAR,25167.25,25167.25,1,-2,5_5_4
2025-11-17 01:55:00.000,2025-11-17T07:55:00.0000000Z,109,MNQ 12-25,BULL,25176.75,25176.75,1,2.0135288447001956,15_15_15
2025-11-17 02:08:00.000,2025-11-17T08:08:00.0000000Z,135,MNQ 12-25,BEAR,25165,25165,1,-3,0_0_0
2025-11-17 02:29:30.000,2025-11-17T08:29:30.0000000Z,178,MNQ 12-25,BULL,25165.5,25165.5,1,1.4073129007438188,15_15_15
2025-11-17 02:57:00.000,2025-11-17T08:57:00.0000000Z,233,MNQ 12-25,BEAR,25235.75,25235.75,1,1.8129563297601581,9_9_11
2025-11-17 02:57:30.000,2025-11-17T08:57:30.0000000Z,234,MNQ 12-25,BULL,25234.5,25234.5,1,1.7666769066308419,7_8_9
2025-11-17 02:59:00.000,2025-11-17T08:59:00.0000000Z,237,MNQ 12-25,BEAR,25232.75,25232.75,1,2.0631507187561344,7_7_7
2025-11-17 02:59:30.000,2025-11-17T08:59:30.0000000Z,238,MNQ 12-25,BULL,25236,25236,1,2.2440802068425461,10_10_13
2025-11-17 03:00:30.000,2025-11-17T09:00:30.0000000Z,240,MNQ 12-25,BEAR,25233.25,25233.25,1,1.6196882660492733,7_7_6
2025-11-17 03:01:00.000,2025-11-17T09:01:00.0000000Z,241,MNQ 12-25,BULL,25231,25231,1,-0.5,3_4_4
2025-11-17 03:01:30.000,2025-11-17T09:01:30.0000000Z,242,MNQ 12-25,BEAR,25228.25,25228.25,1,0.5,1_1_1
2025-11-17 03:02:30.000,2025-11-17T09:02:30.0000000Z,244,MNQ 12-25,BULL,25230.5,25230.5,1,-0.5,2_3_3
2025-11-17 03:03:00.000,2025-11-17T09:03:00.0000000Z,245,MNQ 12-25,BEAR,25222.5,25222.5,1,-1,0_0_0
