ts_local,bar_time_utc,bar_index,instrument,signal_type,price,supertrend,volume,netflow,ema_color_hist
2025-11-19 01:06:30.000,2025-11-19T07:06:30.0000000Z,12,MNQ 12-25,BULL,24594,24594,1,2.2969561705471433,15_15_15
2025-11-19 01:15:30.000,2025-11-19T07:15:30.0000000Z,30,MNQ 12-25,BEAR,24584.25,24584.25,1,-1.5,0_0_0
2025-11-19 01:16:30.000,2025-11-19T07:16:30.0000000Z,32,MNQ 12-25,BULL,24594,24594,1,0.85717416742129826,15_15_15
2025-11-19 01:37:00.000,2025-11-19T07:37:00.0000000Z,73,MNQ 12-25,BEAR,24610.5,24610.5,1,-2.5,0_0_0
