timestamp,bar,open,high,low,close,candleType,volume,fastEma,fastEmaGradDeg,trendUpSignal,trendDownSignal,goodCount,badCount,netPnl,barPattern,currentPosition,entryBar,entryPrice,unrealizedPnL,allowLongThisBar,allowShortThisBar,gradientFilterLong,gradientFilterShort,gradientValue,gradientLongThreshold,gradientShortThreshold,pendingLongFromBad,pendingShortFromGood,actionTaken,blockReason,opportunityType
2025-12-12 01:02:00.000,0,25972.7500,25987.0000,25951.0000,25981.2500,good,5045,25981.2500,NaN,False,False,0,0,0.00,G,Flat,-1,,0.00,True,False,False,False,NaN,7.00,-7.00,False,False,NO_SIGNAL,Trend requirements not met (G:0/B:0, PnL:0.00),NONE
2025-12-12 01:04:00.000,1,25980.5000,25983.5000,25972.7500,25974.7500,bad,1524,25980.0682,-7.21,False,False,0,0,0.00,GB,Flat,-1,,0.00,False,True,True,False,-7.21,7.00,-7.00,False,False,NO_SIGNAL,Trend requirements not met (G:0/B:0, PnL:0.00),NONE
2025-12-12 01:06:00.000,2,25974.2500,25981.2500,25957.0000,25963.0000,bad,1750,25976.9649,-18.88,False,False,0,0,0.00,G2B,Flat,-1,,0.00,False,True,True,False,-18.88,7.00,-7.00,False,False,NO_SIGNAL,Trend requirements not met (G:0/B:0, PnL:0.00),NONE
2025-12-12 01:08:00.000,3,25962.2500,25963.5000,25926.0000,25941.7500,bad,3736,25970.5622,-34.44,False,False,0,0,0.00,G3B,Flat,-1,,0.00,False,True,True,False,-34.44,7.00,-7.00,False,False,NO_SIGNAL,Trend requirements not met (G:0/B:0, PnL:0.00),NONE
2025-12-12 01:10:00.000,4,25941.5000,25948.7500,25933.2500,25933.2500,bad,1453,25963.7781,-36.00,False,True,1,4,-37.25,G4B,Flat,5,,0.00,False,True,True,False,-36.00,7.00,-7.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 01:12:00.000,5,25933.7500,25949.0000,25933.2500,25946.5000,good,1088,25960.6367,-19.09,False,True,1,4,-33.00,4BG,Short,5,25945.5000,-2.00,True,False,True,False,-19.09,7.00,-7.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 01:14:00.000,6,25945.5000,25945.5000,25923.2500,25924.0000,bad,1433,25953.9754,-35.51,False,True,1,4,-48.75,3BGB,Short,5,25945.5000,43.00,False,True,True,False,-35.51,7.00,-7.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 01:16:00.000,7,25923.7500,25924.7500,25905.2500,25909.7500,bad,2452,25945.9345,-41.54,False,True,1,4,-51.50,2BG2B,Short,5,25945.5000,71.50,False,True,True,False,-41.54,7.00,-7.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 01:18:00.000,8,25908.7500,25923.2500,25902.5000,25921.7500,good,1894,25941.5373,-25.22,False,False,2,3,-18.00,BG2BG,Short,5,25945.5000,47.50,True,False,True,False,-25.22,7.00,-7.00,False,False,ALREADY_IN_POSITION,Already Short,NONE
2025-12-12 01:20:00.000,9,25920.5000,25926.5000,25915.0000,25925.5000,good,1156,25938.6214,-17.81,False,False,3,2,-4.75,G2B2G,Flat,5,,0.00,True,False,True,False,-17.81,7.00,-7.00,False,False,NO_SIGNAL,Trend requirements not met (G:3/B:2, PnL:-4.75),NONE
2025-12-12 01:22:00.000,10,25923.7500,25933.7500,25921.2500,25928.2500,good,1473,25936.7357,-11.42,False,False,3,2,-13.00,2B3G,Flat,5,,0.00,True,False,True,False,-11.42,7.00,-7.00,False,False,NO_SIGNAL,Trend requirements not met (G:3/B:2, PnL:-13.00),NONE
2025-12-12 01:24:00.000,11,25928.5000,25933.0000,25926.2500,25927.7500,bad,500,25935.1019,-10.20,False,False,3,2,7.75,B3GB,Flat,5,,0.00,False,True,True,False,-10.20,7.00,-7.00,False,False,NO_SIGNAL,Trend requirements not met (G:3/B:2, PnL:7.75),NONE
2025-12-12 01:26:00.000,12,25928.0000,25933.2500,25922.5000,25931.0000,good,639,25934.3561,-4.57,True,False,4,1,24.75,3GBG,Flat,5,,0.00,True,False,True,True,-4.57,7.00,-7.00,False,False,SKIPPED_LONG,GradientFilter (-4.57° < 7.00°),LONG_SIGNAL
2025-12-12 01:28:00.000,13,25930.2500,25931.5000,25919.5000,25927.0000,bad,696,25933.0187,-8.38,False,False,3,2,8.50,2GBGB,Flat,5,,0.00,False,True,True,False,-8.38,7.00,-7.00,False,False,NO_SIGNAL,Trend requirements not met (G:3/B:2, PnL:8.50),NONE
2025-12-12 01:30:00.000,14,25925.5000,25926.5000,25916.0000,25918.0000,bad,813,25930.2880,-16.30,False,False,2,3,-4.00,GBG2B,Flat,5,,0.00,False,True,True,False,-16.30,7.00,-7.00,False,False,NO_SIGNAL,Trend requirements not met (G:2/B:3, PnL:-4.00),NONE
2025-12-12 01:32:00.000,15,25918.2500,25936.5000,25917.2500,25931.0000,good,1205,25930.4174,0.82,False,False,2,3,4.25,BG2BG,Flat,5,,0.00,True,False,True,True,0.82,7.00,-7.00,False,False,NO_SIGNAL,Trend requirements not met (G:2/B:3, PnL:4.25),NONE
2025-12-12 01:34:00.000,16,25930.0000,25931.7500,25925.0000,25926.7500,bad,397,25929.7506,-4.09,False,False,2,3,1.75,G2BGB,Flat,5,,0.00,False,True,True,True,-4.09,7.00,-7.00,False,False,NO_SIGNAL,Trend requirements not met (G:2/B:3, PnL:1.75),NONE
2025-12-12 01:36:00.000,17,25928.0000,25933.2500,25927.2500,25930.5000,good,382,25929.8869,0.86,False,False,2,3,1.25,2BGBG,Flat,5,,0.00,True,False,True,True,0.86,7.00,-7.00,False,False,NO_SIGNAL,Trend requirements not met (G:2/B:3, PnL:1.25),NONE
2025-12-12 01:38:00.000,18,25930.0000,25932.2500,25925.7500,25928.7500,bad,423,25929.6802,-1.27,False,False,2,3,3.25,BGBGB,Flat,5,,0.00,False,True,True,True,-1.27,7.00,-7.00,False,False,NO_SIGNAL,Trend requirements not met (G:2/B:3, PnL:3.25),NONE
2025-12-12 01:40:00.000,19,25928.2500,25929.5000,25919.2500,25927.2500,bad,675,25929.2383,-2.79,False,False,2,3,9.75,GBG2B,Flat,5,,0.00,False,True,True,True,-2.79,7.00,-7.00,False,False,NO_SIGNAL,Trend requirements not met (G:2/B:3, PnL:9.75),NONE
