ts,method,bip,state,instrument,account,msg
2025-11-18 21:58:29.657,RefreshDynamicParameters,0,DataLoaded,MNQ 12-25,Sim101,2_11/18/2025 1:00:30 AM DynSizing -> TA:42 SL:21 QtyA:5 QtyB:5 (UseVol=False)
2025-11-18 21:58:30.887,ManageRunnerStopsCompact,0,Historical,MNQ 12-25,Sim101,[RunnerArm] LAopen=False LAmode=False SAopen=False SAmode=False armedLB=True armedSB=True RunnerTrailsWithA=True activeQtyA=5
2025-11-18 21:58:58.488,RefreshDynamicParameters,0,Historical,MNQ 12-25,Sim101,2_11/18/2025 8:57:30 AM DynSizing -> TA:42 SL:1 QtyA:5 QtyB:5 (UseVol=False)
2025-11-18 21:58:58.936,RefreshDynamicParameters,0,Historical,MNQ 12-25,Sim101,2_11/18/2025 9:02:30 AM DynSizing -> TA:42 SL:2 QtyA:5 QtyB:5 (UseVol=False)
2025-11-18 21:58:59.344,RefreshDynamicParameters,0,Historical,MNQ 12-25,Sim101,2_11/18/2025 9:07:00 AM DynSizing -> TA:42 SL:3 QtyA:5 QtyB:5 (UseVol=False)
2025-11-18 21:58:59.619,RefreshDynamicParameters,0,Historical,MNQ 12-25,Sim101,2_11/18/2025 9:09:30 AM DynSizing -> TA:42 SL:4 QtyA:5 QtyB:5 (UseVol=False)
2025-11-18 21:58:59.778,RefreshDynamicParameters,0,Historical,MNQ 12-25,Sim101,2_11/18/2025 9:12:30 AM DynSizing -> TA:42 SL:5 QtyA:5 QtyB:5 (UseVol=False)
2025-11-18 21:58:59.982,RefreshDynamicParameters,0,Historical,MNQ 12-25,Sim101,2_11/18/2025 9:16:30 AM DynSizing -> TA:42 SL:6 QtyA:5 QtyB:5 (UseVol=False)
2025-11-18 21:59:00.187,RefreshDynamicParameters,0,Historical,MNQ 12-25,Sim101,2_11/18/2025 9:19:30 AM DynSizing -> TA:42 SL:7 QtyA:5 QtyB:5 (UseVol=False)
2025-11-18 21:59:00.357,RefreshDynamicParameters,0,Historical,MNQ 12-25,Sim101,2_11/18/2025 9:22:00 AM DynSizing -> TA:42 SL:8 QtyA:5 QtyB:5 (UseVol=False)
2025-11-18 21:59:00.610,RefreshDynamicParameters,0,Historical,MNQ 12-25,Sim101,2_11/18/2025 9:24:30 AM DynSizing -> TA:42 SL:9 QtyA:5 QtyB:5 (UseVol=False)
2025-11-18 21:59:00.803,RefreshDynamicParameters,0,Historical,MNQ 12-25,Sim101,2_11/18/2025 9:26:30 AM DynSizing -> TA:42 SL:10 QtyA:5 QtyB:5 (UseVol=False)
2025-11-18 21:59:01.015,RefreshDynamicParameters,0,Historical,MNQ 12-25,Sim101,2_11/18/2025 9:29:30 AM DynSizing -> TA:42 SL:11 QtyA:5 QtyB:5 (UseVol=False)
2025-11-18 21:59:01.224,RefreshDynamicParameters,0,Historical,MNQ 12-25,Sim101,2_11/18/2025 9:33:00 AM DynSizing -> TA:42 SL:12 QtyA:5 QtyB:5 (UseVol=False)
2025-11-18 21:59:01.410,RefreshDynamicParameters,0,Historical,MNQ 12-25,Sim101,2_11/18/2025 9:35:00 AM DynSizing -> TA:42 SL:13 QtyA:5 QtyB:5 (UseVol=False)
2025-11-18 21:59:01.601,RefreshDynamicParameters,0,Historical,MNQ 12-25,Sim101,2_11/18/2025 9:37:30 AM DynSizing -> TA:42 SL:14 QtyA:5 QtyB:5 (UseVol=False)
2025-11-18 21:59:01.830,RefreshDynamicParameters,0,Historical,MNQ 12-25,Sim101,2_11/18/2025 9:41:00 AM DynSizing -> TA:42 SL:15 QtyA:5 QtyB:5 (UseVol=False)
2025-11-18 21:59:02.035,RefreshDynamicParameters,0,Historical,MNQ 12-25,Sim101,2_11/18/2025 9:45:00 AM DynSizing -> TA:42 SL:16 QtyA:5 QtyB:5 (UseVol=False)
2025-11-18 21:59:02.227,RefreshDynamicParameters,0,Historical,MNQ 12-25,Sim101,2_11/18/2025 9:49:30 AM DynSizing -> TA:42 SL:17 QtyA:5 QtyB:5 (UseVol=False)
