timestamp,bar,direction,open,high,low,close,openFinal,highFinal,lowFinal,closeFinal,candleType,fastEma,fastEmaGradDeg,volume,bodyPct,upperWick,lowerWick,action,orderName,quantity,price,pnl,reason,prevOpen,prevClose,prevCandleType,allowLongThisBar,allowShortThisBar,trendUpAtDecision,trendDownAtDecision,decisionBarIndex,pendingShortFromGood,pendingLongFromBad,barPattern
2025-12-12 01:02:00.000,0,FLAT,25972.7500,25987.0000,25951.0000,25981.2500,25972.7500,25987.0000,25951.0000,25981.2500,good,25981.2500,,5045,0.236111,5.7500,21.7500,BAR,,0,0,,Flat,,,,True,False,False,False,0,False,False,
2025-12-12 01:04:00.000,1,FLAT,25980.5000,25983.5000,25972.7500,25974.7500,25980.5000,25983.5000,25972.7500,25974.7500,bad,25980.0682,-7.2146,1524,-0.534884,3.0000,2.0000,BAR,,0,0,,Flat,,,,False,True,False,False,1,False,False,
2025-12-12 01:06:00.000,2,FLAT,25974.2500,25981.2500,25957.0000,25963.0000,25974.2500,25981.2500,25957.0000,25963.0000,bad,25976.9649,-18.8758,1750,-0.463918,7.0000,6.0000,BAR,,0,0,,Flat,,,,False,True,False,False,2,False,False,
2025-12-12 01:08:00.000,3,FLAT,25962.2500,25963.5000,25926.0000,25941.7500,25962.2500,25963.5000,25926.0000,25941.7500,bad,25970.5622,-34.4430,3736,-0.546667,1.2500,15.7500,BAR,,0,0,,Flat,,,,False,True,False,False,3,False,False,
2025-12-12 01:10:00.000,4,FLAT,25941.5000,25948.7500,25933.2500,25933.2500,25941.5000,25948.7500,25933.2500,25933.2500,bad,25963.7781,-36.0045,1453,-0.532258,7.2500,0.0000,BAR,,0,0,,Flat,,,,False,True,False,True,4,False,False,
2025-12-12 01:14:00.000,5,SHORT,25933.7500,25949.0000,25933.2500,25946.5000,25933.7500,25949.0000,25933.2500,25946.5000,good,25960.6367,-36.0045,1088,0.809524,2.5000,0.5000,ENTRY,BarsOnTheFlowShort,1,25945.5000,,TrendDown,25941.5000,25933.2500,bad,False,True,False,True,5,False,False,G4B
2025-12-12 01:12:00.000,5,SHORT,25933.7500,25949.0000,25933.2500,25946.5000,25933.7500,25949.0000,25933.2500,25946.5000,good,25960.6367,-19.0912,1088,0.809524,2.5000,0.5000,BAR,,1,25945.5,,InTrade,,,,True,False,False,True,5,False,False,
2025-12-12 01:14:00.000,6,SHORT,25945.5000,25945.5000,25923.2500,25924.0000,25945.5000,25945.5000,25923.2500,25924.0000,bad,25953.9754,-35.5081,1433,-0.966292,0.0000,0.7500,BAR,,1,25945.5,,InTrade,,,,False,True,False,True,6,False,False,
2025-12-12 01:16:00.000,7,SHORT,25923.7500,25924.7500,25905.2500,25909.7500,25923.7500,25924.7500,25905.2500,25909.7500,bad,25945.9345,-41.5380,2452,-0.717949,1.0000,4.5000,BAR,,1,25945.5,,InTrade,,,,False,True,False,True,7,False,False,
2025-12-12 01:18:00.000,8,SHORT,25908.7500,25923.2500,25902.5000,25921.7500,25908.7500,25923.2500,25902.5000,25921.7500,good,25941.5373,-25.2203,1894,0.626506,1.5000,6.2500,BAR,,1,25945.5,,InTrade,,,,True,False,False,False,8,False,False,
2025-12-12 01:22:00.000,9,FLAT,25920.5000,25926.5000,25915.0000,25925.5000,25920.5000,25926.5000,25915.0000,25925.5000,good,25938.6214,-25.2203,1156,0.434783,1.0000,5.5000,EXIT,BarsOnTheFlowExitS,1,25923.7500,43.50,TrendBreak,25908.7500,25921.7500,good,True,False,False,False,9,False,False,
2025-12-12 01:20:00.000,9,FLAT,25920.5000,25926.5000,25915.0000,25925.5000,25920.5000,25926.5000,25915.0000,25925.5000,good,25938.6214,-17.8098,1156,0.434783,1.0000,5.5000,BAR,,0,0,,Flat,,,,True,False,False,False,9,False,False,
2025-12-12 01:22:00.000,10,FLAT,25923.7500,25933.7500,25921.2500,25928.2500,25923.7500,25933.7500,25921.2500,25928.2500,good,25936.7357,-11.4193,1473,0.360000,5.5000,2.5000,BAR,,0,0,,Flat,,,,True,False,False,False,10,False,False,
2025-12-12 01:24:00.000,11,FLAT,25928.5000,25933.0000,25926.2500,25927.7500,25928.5000,25933.0000,25926.2500,25927.7500,bad,25935.1019,-10.2039,500,-0.111111,4.5000,1.5000,BAR,,0,0,,Flat,,,,False,True,False,False,11,False,False,
2025-12-12 01:26:00.000,12,FLAT,25928.0000,25933.2500,25922.5000,25931.0000,25928.0000,25933.2500,25922.5000,25931.0000,good,25934.3561,-4.5674,639,0.279070,2.2500,5.5000,BAR,,0,0,,Flat,,,,True,False,True,False,12,False,False,
2025-12-12 01:28:00.000,13,FLAT,25930.2500,25931.5000,25919.5000,25927.0000,25930.2500,25931.5000,25919.5000,25927.0000,bad,25933.0187,-8.3825,696,-0.270833,1.2500,7.5000,BAR,,0,0,,Flat,,,,False,True,False,False,13,False,False,
2025-12-12 01:30:00.000,14,FLAT,25925.5000,25926.5000,25916.0000,25918.0000,25925.5000,25926.5000,25916.0000,25918.0000,bad,25930.2880,-16.3037,813,-0.714286,1.0000,2.0000,BAR,,0,0,,Flat,,,,False,True,False,False,14,False,False,
2025-12-12 01:32:00.000,15,FLAT,25918.2500,25936.5000,25917.2500,25931.0000,25918.2500,25936.5000,25917.2500,25931.0000,good,25930.4174,0.8171,1205,0.662338,5.5000,1.0000,BAR,,0,0,,Flat,,,,True,False,False,False,15,False,False,
2025-12-12 01:34:00.000,16,FLAT,25930.0000,25931.7500,25925.0000,25926.7500,25930.0000,25931.7500,25925.0000,25926.7500,bad,25929.7506,-4.0854,397,-0.481481,1.7500,1.7500,BAR,,0,0,,Flat,,,,False,True,False,False,16,False,False,
2025-12-12 01:36:00.000,17,FLAT,25928.0000,25933.2500,25927.2500,25930.5000,25928.0000,25933.2500,25927.2500,25930.5000,good,25929.8869,0.8600,382,0.416667,2.7500,0.7500,BAR,,0,0,,Flat,,,,True,False,False,False,17,False,False,
2025-12-12 01:38:00.000,18,FLAT,25930.0000,25932.2500,25925.7500,25928.7500,25930.0000,25932.2500,25925.7500,25928.7500,bad,25929.6802,-1.2684,423,-0.192308,2.2500,3.0000,BAR,,0,0,,Flat,,,,False,True,False,False,18,False,False,
2025-12-12 01:40:00.000,19,FLAT,25928.2500,25929.5000,25919.2500,25927.2500,25928.2500,25929.5000,25919.2500,25927.2500,bad,25929.2383,-2.7870,675,-0.097561,1.2500,8.0000,BAR,,0,0,,Flat,,,,False,True,False,False,19,False,False,
2025-12-12 01:42:00.000,20,FLAT,25928.2500,25930.7500,25925.5000,25927.0000,25928.2500,25930.7500,25925.5000,25927.0000,bad,25928.8314,-2.4961,439,-0.238095,2.5000,1.5000,BAR,,0,0,,Flat,,,,False,True,False,True,20,False,False,
