ts,method,bip,state,instrument,account,msg
2025-11-18 20:24:58.196,RefreshDynamicParameters,0,DataLoaded,MNQ 12-25,Sim101,2_11/17/2025 1:00:30 AM DynSizing -> TA:42 SL:21 QtyA:5 QtyB:5 (UseVol=False)
2025-11-18 20:24:59.733,ManageRunnerStopsCompact,0,Historical,MNQ 12-25,Sim101,[RunnerArm] LAopen=False LAmode=False SAopen=False SAmode=False armedLB=True armedSB=True RunnerTrailsWithA=True activeQtyA=5
2025-11-18 20:30:15.885,OnStateChange,0,Realtime,MNQ 12-25,Sim101,100_[RealtimeStart] nowUtc=2025-11-18T18:30:15.8839182Z CD_longRem=0.0s CD_shortRem=0.0s
2025-11-18 20:30:15.888,OnStateChange,0,Realtime,MNQ 12-25,Sim101,Test line at 2025-11-18T20:25:00.0000000
2025-11-18 20:30:29.375,SubmitLongAB,0,Realtime,MNQ 12-25,Sim101,16_11/18/2025 8:31:00 PM SubmitLongAB: QtyA=5 QtyB=5
2025-11-18 20:30:29.441,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:30:29 PM ENTRY , LongA , Action=Buy , State=Submitted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 20:30:29.482,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:30:29 PM ENTRY , LongB , Action=Buy , State=Submitted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 20:30:29.545,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:30:29 PM ENTRY , LongA , Action=Buy , State=Accepted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 20:30:29.545,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:30:29 PM ENTRY , LongA , Action=Buy , State=Working , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 20:30:29.547,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:30:29 PM ENTRY , LongA , Action=Buy , State=PartFilled , Qty=5 Filled=4 , Avg=24765.75 , Err=NoError "
2025-11-18 20:30:29.562,OnExecutionUpdate,0,Realtime,MNQ 12-25,Sim101,[LegQtyExec] o=LongA From= execQty=4 LA=4 LB=0 SA=0 SB=0 posQty=4
2025-11-18 20:30:29.595,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:30:29 PM ENTRY , LongB , Action=Buy , State=Accepted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 20:30:29.606,ArmOrTightenStop,0,Realtime,MNQ 12-25,Sim101,[EnsureA-Fixed] LongA SL_A -> 24760.5
2025-11-18 20:30:29.608,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:30:29 PM ENTRY , LongB , Action=Buy , State=Working , Qty=5 Filled=0 , Avg=0 , Err=NoError "
