ts,method,bip,state,instrument,account,msg
2025-11-18 22:52:03.106,RefreshDynamicParameters,0,DataLoaded,MNQ 12-25,Sim101,2_11/18/2025 1:00:30 AM DynSizing -> TA:42 SL:21 QtyA:5 QtyB:5 (UseVol=False)
2025-11-18 22:52:04.670,ManageRunnerStopsCompact,0,Historical,MNQ 12-25,Sim101,[RunnerArm] LAopen=False LAmode=False SAopen=False SAmode=False armedLB=True armedSB=True RunnerTrailsWithA=True activeQtyA=5
2025-11-18 22:56:15.594,OnStateChange,0,Realtime,MNQ 12-25,Sim101,100_[RealtimeStart] nowUtc=2025-11-18T20:56:15.5923131Z CD_longRem=0.0s CD_shortRem=0.0s
2025-11-18 22:56:15.595,OnStateChange,0,Realtime,MNQ 12-25,Sim101,Test line at 2025-11-18T22:52:30.0000000
2025-11-18 22:56:20.618,SubmitShortAB,0,Realtime,MNQ 12-25,Sim101,19_11/18/2025 10:52:30 PM SubmitShortAB: QtyA=5 QtyB=5
2025-11-18 22:56:20.750,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 10:56:20 PM ENTRY , ShortA , Action=SellShort , State=Submitted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 22:56:20.810,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 10:56:20 PM ENTRY , ShortB , Action=SellShort , State=Submitted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 22:56:20.874,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 10:56:20 PM ENTRY , ShortA , Action=SellShort , State=Accepted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 22:56:20.875,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 10:56:20 PM ENTRY , ShortA , Action=SellShort , State=Working , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 22:56:20.914,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 10:56:20 PM ENTRY , ShortA , Action=SellShort , State=PartFilled , Qty=5 Filled=2 , Avg=24666.75 , Err=NoError "
2025-11-18 22:56:20.925,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 10:56:20 PM ENTRY , ShortB , Action=SellShort , State=Accepted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 22:56:20.938,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 10:56:20 PM ENTRY , ShortB , Action=SellShort , State=Working , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 22:56:20.953,OnExecutionUpdate,0,Realtime,MNQ 12-25,Sim101,[LegQtyExec] o=ShortA From= execQty=2 LA=0 LB=0 SA=2 SB=0 posQty=2
2025-11-18 22:56:21.026,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/18/2025 10:56:20 PM , SL_A , FromEntry=ShortA , State=Submitted , Lmt=0 Stp=24672 , Qty=2 Filled=0 , Error=NoError "
2025-11-18 22:56:21.026,ArmOrTightenStop,0,Realtime,MNQ 12-25,Sim101,[EnsureA-Fixed] ShortA SL_A -> 24672
2025-11-18 22:56:21.101,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 10:56:21 PM ENTRY , ShortA , Action=SellShort , State=Filled , Qty=5 Filled=5 , Avg=24666.6 , Err=NoError "
2025-11-18 22:56:21.104,OnExecutionUpdate,0,Realtime,MNQ 12-25,Sim101,[LegQtyExec] o=ShortA From= execQty=3 LA=0 LB=0 SA=5 SB=0 posQty=5
2025-11-18 22:56:21.108,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/18/2025 10:56:21 PM , SL_A , FromEntry=ShortA , State=CancelPending , Lmt=0 Stp=24672 , Qty=2 Filled=0 , Error=NoError "
2025-11-18 22:56:21.139,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/18/2025 10:56:21 PM , SL_A , FromEntry=ShortA , State=CancelPending , Lmt=0 Stp=24672 , Qty=2 Filled=0 , Error=NoError "
2025-11-18 22:56:21.142,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/18/2025 10:56:21 PM , SL_A , FromEntry=ShortA , State=CancelSubmitted , Lmt=0 Stp=24672 , Qty=2 Filled=0 , Error=NoError "
2025-11-18 22:56:21.144,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/18/2025 10:56:21 PM , SL_A , FromEntry=ShortA , State=Accepted , Lmt=0 Stp=24672 , Qty=2 Filled=0 , Error=NoError "
2025-11-18 22:56:21.177,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/18/2025 10:56:21 PM , PT_A , FromEntry=ShortA , State=Submitted , Lmt=24656 Stp=24639 , Qty=5 Filled=0 , Error=NoError "
2025-11-18 22:56:21.183,OnExecutionUpdate,0,Realtime,MNQ 12-25,Sim101,"29,11/18/2025 10:56:21 PM ShortA FULL fill @ 24666.6 , PT_A=24656 SL_A=24671.75 , dynTA=42 dynSLTicks=21"
2025-11-18 22:56:21.185,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 10:56:21 PM ENTRY , ShortB , Action=SellShort , State=PartFilled , Qty=5 Filled=4 , Avg=24666.75 , Err=NoError "
2025-11-18 22:56:21.186,OnExecutionUpdate,0,Realtime,MNQ 12-25,Sim101,[LegQtyExec] o=ShortB From= execQty=4 LA=0 LB=0 SA=5 SB=4 posQty=9
2025-11-18 22:56:21.238,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/18/2025 10:56:21 PM , SL_B , FromEntry=ShortB , State=Submitted , Lmt=0 Stp=24672 , Qty=4 Filled=0 , Error=NoError "
2025-11-18 22:56:21.240,ArmOrTightenStop,0,Realtime,MNQ 12-25,Sim101,[EnsureB-Fixed] ShortB SL_B -> 24672
2025-11-18 22:56:21.293,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/18/2025 10:56:21 PM , PT_A , FromEntry=ShortA , State=Accepted , Lmt=24656 Stp=24639 , Qty=5 Filled=0 , Error=NoError "
2025-11-18 22:56:21.294,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/18/2025 10:56:21 PM , PT_A , FromEntry=ShortA , State=Working , Lmt=24656 Stp=24639 , Qty=5 Filled=0 , Error=NoError "
2025-11-18 22:56:21.303,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 10:56:21 PM ENTRY , ShortB , Action=SellShort , State=Filled , Qty=5 Filled=5 , Avg=24666.7 , Err=NoError "
2025-11-18 22:56:21.305,OnExecutionUpdate,0,Realtime,MNQ 12-25,Sim101,[LegQtyExec] o=ShortB From= execQty=1 LA=0 LB=0 SA=5 SB=5 posQty=10
2025-11-18 22:56:21.316,OnExecutionUpdate,0,Realtime,MNQ 12-25,Sim101,"31,11/18/2025 10:56:21 PM ShortB FULL fill @ 24666.7 , SL_B init=24672 , dynSLTicks=21 , armed=False"
2025-11-18 22:56:21.324,ManageRunnerStopsCompact,0,Realtime,MNQ 12-25,Sim101,[RunnerArm] LAopen=False LAmode=False SAopen=True SAmode=False armedLB=False armedSB=False RunnerTrailsWithA=True activeQtyA=5
2025-11-18 22:56:21.328,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/18/2025 10:56:21 PM , PT_A , FromEntry=ShortA , State=CancelPending , Lmt=24656 Stp=24638.25 , Qty=5 Filled=0 , Error=NoError "
2025-11-18 22:56:21.334,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/18/2025 10:56:21 PM , PT_A , FromEntry=ShortA , State=CancelSubmitted , Lmt=24656 Stp=24638.25 , Qty=5 Filled=0 , Error=NoError "
2025-11-18 22:56:21.336,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/18/2025 10:56:21 PM , SL_A , FromEntry=ShortA , State=ChangePending , Lmt=0 Stp=24672 , Qty=5 Filled=0 , Error=NoError "
2025-11-18 22:56:21.338,ArmOrTightenStop,0,Realtime,MNQ 12-25,Sim101,[A-ProxTrail] ShortA SL_A -> 24634
2025-11-18 22:56:21.340,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/18/2025 10:56:21 PM , SL_B , FromEntry=ShortB , State=ChangePending , Lmt=0 Stp=24672 , Qty=4 Filled=0 , Error=NoError "
2025-11-18 22:56:21.341,ArmOrTightenStop,0,Realtime,MNQ 12-25,Sim101,[B-SyncOnAConvert] ShortB SL_B -> 24634
2025-11-18 22:56:21.350,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/18/2025 10:56:21 PM , SL_B , FromEntry=ShortB , State=ChangePending , Lmt=0 Stp=24672 , Qty=4 Filled=0 , Error=NoError "
2025-11-18 22:56:21.351,LogAConvert,0,Realtime,MNQ 12-25,Sim101,[A-Convert] reason=proximity side=ShortA ticks=4 last=24633.00 stop=24634.00 distToPT=-92.00 elapsed=0s t=22:52:30.000
2025-11-18 22:56:21.352,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/18/2025 10:56:21 PM , SL_B , FromEntry=ShortB , State=ChangeSubmitted , Lmt=0 Stp=24634 , Qty=4 Filled=0 , Error=NoError "
2025-11-18 22:56:21.364,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/18/2025 10:56:21 PM , SL_B , FromEntry=ShortB , State=Accepted , Lmt=0 Stp=24672 , Qty=4 Filled=0 , Error=NoError "
2025-11-18 22:56:21.376,ManageRunnerStopsCompact,0,Realtime,MNQ 12-25,Sim101,[RunnerArm] LAopen=False LAmode=False SAopen=True SAmode=True armedLB=False armedSB=True RunnerTrailsWithA=True activeQtyA=5
2025-11-18 22:56:21.383,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/18/2025 10:56:21 PM , SL_A , FromEntry=ShortA , State=Submitted , Lmt=0 Stp=24672 , Qty=5 Filled=0 , Error=NoError "
2025-11-18 22:56:21.384,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"49,11/18/2025 10:56:21 PM SL_A cancelled but leg still open for ShortA. Re-submitted stop at 24672."
2025-11-18 22:56:21.390,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/18/2025 10:56:21 PM , SL_A , FromEntry=ShortA , State=Cancelled , Lmt=0 Stp=24672 , Qty=2 Filled=0 , Error=NoError "
2025-11-18 22:56:21.471,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/18/2025 10:56:21 PM , SL_B , FromEntry=ShortB , State=Accepted , Lmt=0 Stp=24634 , Qty=4 Filled=0 , Error=NoError "
2025-11-18 22:56:21.475,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/18/2025 10:56:21 PM , SL_B , FromEntry=ShortB , State=Working , Lmt=0 Stp=24634 , Qty=4 Filled=0 , Error=NoError "
2025-11-18 22:56:21.496,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/18/2025 10:56:21 PM , SL_A , FromEntry=ShortA , State=ChangePending , Lmt=0 Stp=24672 , Qty=5 Filled=0 , Error=NoError "
2025-11-18 22:56:21.506,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/18/2025 10:56:21 PM , SL_A , FromEntry=ShortA , State=ChangeSubmitted , Lmt=0 Stp=24634 , Qty=5 Filled=0 , Error=NoError "
