timestamp,bar,open,high,low,close,candleType,volume,fastEma,fastEmaGradDeg,trendUpSignal,trendDownSignal,goodCount,badCount,netPnl,barPattern,currentPosition,entryBar,entryPrice,unrealizedPnL,allowLongThisBar,allowShortThisBar,gradientFilterLong,gradientFilterShort,gradientValue,gradientLongThreshold,gradientShortThreshold,pendingLongFromBad,pendingShortFromGood,actionTaken,blockReason,opportunityType
2025-12-12 14:14:00.000,396,25821.2500,25825.7500,25819.7500,25823.2500,good,1075,25815.4236,76.81,True,False,3,2,17.50,2B3G,Long,396,25823.5000,-0.50,True,False,False,True,76.81,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-12 14:16:00.000,397,25823.5000,25826.2500,25818.7500,25820.5000,bad,900,25817.1157,70.36,True,False,3,2,16.50,B3GB,Long,396,25823.5000,-6.00,False,True,False,True,70.36,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-12 14:18:00.000,398,25819.7500,25825.0000,25817.5000,25819.5000,bad,768,25817.9105,51.19,True,False,3,2,18.25,3G2B,Long,396,25823.5000,-8.00,False,True,False,True,51.19,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-12 14:20:00.000,399,25819.2500,25827.5000,25818.0000,25823.5000,good,696,25819.7736,53.04,True,False,3,2,8.25,2G2BG,Long,396,25823.5000,0.00,True,False,False,True,53.04,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-12 14:22:00.000,400,25824.2500,25825.7500,25819.5000,25821.2500,bad,558,25820.2658,49.66,False,True,2,3,0.00,G2BGB,Flat,396,,0.00,False,True,False,True,49.66,10.00,-10.00,False,False,SKIPPED_SHORT,GradientFilter (49.66° > -10.00°),SHORT_SIGNAL
2025-12-12 14:24:00.000,401,25820.5000,25826.2500,25815.0000,25825.5000,good,840,25822.0105,48.20,False,True,2,3,3.00,2BGBG,Flat,396,,0.00,True,False,False,True,48.20,10.00,-10.00,False,True,SKIPPED_SHORT,AvoidShortsOnGoodCandle,SHORT_SIGNAL
2025-12-12 14:26:00.000,402,25826.2500,25830.5000,25821.0000,25828.5000,good,983,25824.1737,62.90,True,False,3,2,8.25,BGB2G,Flat,403,,0.00,True,False,False,True,62.90,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 14:28:00.000,403,25829.0000,25836.2500,25826.7500,25827.0000,bad,1210,25825.1158,57.22,True,False,3,2,6.50,GB2GB,Long,403,25827.0000,0.00,False,True,False,True,57.22,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-12 14:30:00.000,404,25827.0000,25833.0000,25825.0000,25827.2500,good,527,25825.8272,39.58,True,False,3,2,2.50,B2GBG,Flat,405,,0.00,True,False,False,True,39.58,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 14:32:00.000,405,25827.0000,25829.0000,25821.2500,25822.0000,bad,874,25824.5515,-15.76,True,False,3,2,0.50,2GBGB,Flat,405,,0.00,False,True,True,False,-15.76,10.00,-10.00,True,False,SKIPPED_LONG,AvoidLongsOnBadCandle,LONG_SIGNAL
2025-12-12 14:34:00.000,406,25821.7500,25830.2500,25819.5000,25827.0000,good,879,25825.3676,-12.94,True,False,3,2,0.75,GBGBG,Flat,405,,0.00,True,False,True,False,-12.94,10.00,-10.00,True,False,SKIPPED_LONG,GradientFilter (-12.94° < 10.00°),LONG_SIGNAL
2025-12-12 14:36:00.000,407,25827.7500,25828.5000,25821.5000,25823.0000,bad,449,25824.5784,0.77,False,True,2,3,-6.25,BGBGB,Flat,405,,0.00,False,True,True,True,0.77,10.00,-10.00,True,False,SKIPPED_SHORT,GradientFilter (0.77° > -10.00°),SHORT_SIGNAL
2025-12-12 14:38:00.000,408,25823.0000,25823.7500,25817.7500,25820.2500,bad,874,25823.1356,-48.14,False,True,2,3,-7.00,GBG2B,Flat,409,,0.00,False,True,True,False,-48.14,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 14:40:00.000,409,25819.7500,25823.2500,25819.0000,25821.2500,good,335,25822.5071,-46.00,False,True,2,3,-5.75,BG2BG,Short,409,25821.2500,0.00,True,False,True,False,-46.00,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 14:42:00.000,410,25821.2500,25822.2500,25818.2500,25819.7500,bad,385,25821.5881,-37.73,False,True,2,3,-2.25,G2BGB,Short,409,25821.2500,3.00,False,True,True,False,-37.73,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 14:44:00.000,411,25819.7500,25822.5000,25813.7500,25815.7500,bad,972,25819.6420,-55.08,False,True,1,4,-11.50,2BG2B,Short,409,25821.2500,11.00,False,True,True,False,-55.08,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 14:46:00.000,412,25814.5000,25818.5000,25806.5000,25816.2500,good,1382,25818.5114,-56.97,False,True,2,3,-5.00,BG2BG,Flat,409,,0.00,True,False,True,False,-56.97,10.00,-10.00,False,True,SKIPPED_SHORT,AvoidShortsOnGoodCandle,SHORT_SIGNAL
2025-12-12 14:48:00.000,413,25816.2500,25817.2500,25803.7500,25810.0000,bad,1180,25815.6742,-63.25,False,True,2,3,-8.50,G2BGB,Flat,414,,0.00,False,True,True,False,-63.25,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 14:50:00.000,414,25809.7500,25815.7500,25808.0000,25813.0000,good,666,25814.7828,-61.79,False,True,2,3,-6.75,2BGBG,Flat,414,,0.00,True,False,True,False,-61.79,10.00,-10.00,False,True,SKIPPED_SHORT,AvoidShortsOnGoodCandle,SHORT_SIGNAL
2025-12-12 14:52:00.000,415,25812.7500,25822.2500,25811.7500,25819.2500,good,915,25816.2719,16.64,True,False,3,2,1.25,BGB2G,Flat,416,,0.00,True,False,False,True,16.64,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 14:54:00.000,416,25819.5000,25821.0000,25810.7500,25816.2500,bad,810,25816.2646,36.53,True,False,3,2,2.00,GB2GB,Flat,416,,0.00,False,True,False,True,36.53,10.00,-10.00,True,False,SKIPPED_LONG,AvoidLongsOnBadCandle,LONG_SIGNAL
2025-12-12 14:56:00.000,417,25815.5000,25849.5000,25812.0000,25841.0000,good,5480,25824.5097,76.35,True,False,3,2,25.75,B2GBG,Flat,418,,0.00,True,False,False,True,76.35,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 14:58:00.000,418,25840.2500,25842.7500,25825.5000,25827.5000,bad,2173,25825.5065,77.79,True,False,3,2,19.25,2GBGB,Flat,418,,0.00,False,True,False,True,77.79,10.00,-10.00,True,False,SKIPPED_LONG,AvoidLongsOnBadCandle,LONG_SIGNAL
2025-12-12 15:00:00.000,419,25828.2500,25836.2500,25816.5000,25821.5000,bad,1591,25824.1710,-9.61,False,True,2,3,9.25,GBG2B,Flat,418,,0.00,False,True,True,True,-9.61,10.00,-10.00,True,False,SKIPPED_SHORT,GradientFilter (-9.61° > -10.00°),SHORT_SIGNAL
2025-12-12 15:02:00.000,420,25820.7500,25829.2500,25812.0000,25824.5000,good,2371,25824.2807,-31.50,False,True,2,3,6.50,BG2BG,Flat,421,,0.00,True,False,True,False,-31.50,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 15:04:00.000,421,25825.0000,25830.2500,25820.5000,25822.2500,bad,1591,25823.6038,-15.83,False,True,2,3,7.00,G2BGB,Short,421,25822.5000,0.50,False,True,True,False,-15.83,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 15:06:00.000,422,25822.5000,25825.0000,25819.5000,25824.2500,good,743,25823.8192,-12.99,False,True,2,3,-16.75,2BGBG,Short,421,25822.5000,-3.50,True,False,True,False,-12.99,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 15:08:00.000,423,25824.2500,25827.7500,25819.5000,25824.7500,good,793,25824.1295,14.73,True,False,3,2,-3.50,BGB2G,Short,424,25822.5000,-4.50,True,False,False,True,14.73,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 15:10:00.000,424,25824.5000,25839.2500,25823.7500,25839.2500,good,1414,25829.1696,69.50,True,False,4,1,18.00,GB3G,Long,424,25839.2500,0.00,True,False,False,True,69.50,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-12 15:12:00.000,425,25839.2500,25845.2500,25836.2500,25843.0000,good,1177,25833.7798,78.29,True,False,4,1,18.00,B4G,Long,424,25839.2500,7.50,True,False,False,True,78.29,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-12 15:14:00.000,426,25842.7500,25853.2500,25838.2500,25839.0000,bad,1933,25835.5198,72.52,True,False,4,1,17.00,4GB,Long,424,25839.2500,-0.50,False,True,False,True,72.52,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-12 15:16:00.000,427,25838.2500,25844.0000,25837.5000,25843.7500,good,827,25838.2632,65.96,True,False,4,1,20.75,3GBG,Long,424,25839.2500,9.00,True,False,False,True,65.96,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-12 15:18:00.000,428,25843.5000,25845.0000,25838.0000,25839.2500,bad,530,25838.5922,56.94,True,False,3,2,16.00,2GBGB,Flat,424,,0.00,False,True,False,True,56.94,10.00,-10.00,True,False,SKIPPED_LONG,AvoidLongsOnBadCandle,LONG_SIGNAL
2025-12-12 15:20:00.000,429,25838.7500,25840.7500,25835.0000,25840.2500,good,852,25839.1448,23.79,True,False,3,2,2.75,GBGBG,Flat,430,,0.00,True,False,False,True,23.79,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 15:22:00.000,430,25840.5000,25842.7500,25837.5000,25841.0000,good,558,25839.7632,30.35,True,False,3,2,-0.50,BGB2G,Long,430,25841.0000,0.00,True,False,False,True,30.35,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-12 15:24:00.000,431,25841.0000,25842.7500,25836.7500,25841.7500,good,615,25840.4255,32.63,True,False,4,1,4.00,GB3G,Long,430,25841.0000,1.50,True,False,False,True,32.63,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-12 15:26:00.000,432,25841.5000,25853.7500,25839.5000,25851.2500,good,1366,25844.0336,64.90,True,False,4,1,8.25,B4G,Flat,433,,0.00,True,False,False,True,64.90,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 15:28:00.000,433,25850.7500,25851.5000,25841.2500,25843.2500,bad,1268,25843.7724,59.14,True,False,4,1,5.00,4GB,Flat,433,,0.00,False,True,False,True,59.14,10.00,-10.00,True,False,SKIPPED_LONG,AvoidLongsOnBadCandle,LONG_SIGNAL
2025-12-12 15:30:00.000,434,25843.2500,25845.0000,25837.2500,25841.2500,bad,821,25842.9316,-28.86,True,False,3,2,1.50,3G2B,Flat,433,,0.00,False,True,True,False,-28.86,10.00,-10.00,True,False,SKIPPED_LONG,AvoidLongsOnBadCandle,LONG_SIGNAL
2025-12-12 15:32:00.000,435,25842.5000,25846.7500,25838.7500,25840.5000,bad,943,25842.1211,-39.55,False,True,2,3,-1.00,2G3B,Flat,436,,0.00,False,True,True,False,-39.55,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 15:34:00.000,436,25840.2500,25842.2500,25838.0000,25839.0000,bad,626,25841.0807,-42.78,False,True,1,4,-3.00,G4B,Flat,437,,0.00,False,True,True,False,-42.78,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 15:36:00.000,437,25839.2500,25841.2500,25830.2500,25832.5000,bad,1293,25838.2205,-62.85,False,True,0,5,-19.50,5B,Flat,438,,0.00,False,True,True,False,-62.85,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 15:38:00.000,438,25832.2500,25841.0000,25831.2500,25835.2500,good,1188,25837.2303,-62.55,False,True,1,4,-9.00,4BG,Flat,438,,0.00,True,False,True,False,-62.55,10.00,-10.00,False,True,SKIPPED_SHORT,AvoidShortsOnGoodCandle,SHORT_SIGNAL
2025-12-12 15:40:00.000,439,25835.5000,25841.7500,25832.2500,25840.5000,good,909,25838.3202,2.85,False,True,2,3,-2.00,3B2G,Flat,438,,0.00,True,False,True,True,2.85,10.00,-10.00,False,True,SKIPPED_SHORT,AvoidShortsOnGoodCandle,SHORT_SIGNAL
2025-12-12 15:42:00.000,440,25840.2500,25844.7500,25835.7500,25838.7500,bad,987,25838.4635,31.66,False,True,2,3,-1.50,2B2GB,Flat,438,,0.00,False,True,False,True,31.66,10.00,-10.00,False,True,SKIPPED_SHORT,GradientFilter (31.66° > -10.00°),SHORT_SIGNAL
2025-12-12 15:44:00.000,441,25839.2500,25842.5000,25835.7500,25836.2500,bad,520,25837.7257,-16.56,False,True,2,3,-3.25,B2G2B,Flat,442,,0.00,False,True,True,False,-16.56,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 15:46:00.000,442,25836.0000,25839.5000,25832.7500,25835.0000,bad,900,25836.8171,-39.46,False,True,2,3,2.50,2G3B,Flat,443,,0.00,False,True,True,False,-39.46,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 15:48:00.000,443,25835.2500,25846.7500,25835.2500,25845.5000,good,1114,25839.7114,44.80,False,True,2,3,9.75,G3BG,Flat,443,,0.00,True,False,False,True,44.80,10.00,-10.00,False,True,SKIPPED_SHORT,AvoidShortsOnGoodCandle,SHORT_SIGNAL
2025-12-12 15:50:00.000,444,25845.5000,25856.5000,25843.2500,25853.5000,good,1907,25844.3076,75.05,False,True,2,3,12.75,3B2G,Flat,443,,0.00,True,False,False,True,75.05,10.00,-10.00,False,True,SKIPPED_SHORT,AvoidShortsOnGoodCandle,SHORT_SIGNAL
2025-12-12 15:52:00.000,445,25853.5000,25859.7500,25851.5000,25857.2500,good,1630,25848.6217,77.35,True,False,3,2,18.00,2B3G,Flat,446,,0.00,True,False,False,True,77.35,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 15:54:00.000,446,25857.2500,25869.7500,25856.2500,25862.2500,good,3008,25853.1645,77.28,True,False,4,1,26.00,B4G,Flat,447,,0.00,True,False,False,True,77.28,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 15:56:00.000,447,25862.2500,25868.5000,25856.0000,25866.5000,good,1996,25857.6097,77.45,True,False,5,0,31.25,5G,Flat,448,,0.00,True,False,False,True,77.45,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 15:58:00.000,448,25866.2500,25879.2500,25862.0000,25877.5000,good,2798,25864.2398,79.76,True,False,5,0,32.25,5G,Long,448,25877.7500,-0.50,True,False,False,True,79.76,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-12 16:00:00.000,449,25877.7500,25879.5000,25872.2500,25878.7500,good,1820,25869.0765,80.11,True,False,5,0,25.25,5G,Long,448,25877.7500,2.00,True,False,False,True,80.11,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-12 16:02:00.000,450,25878.2500,25885.7500,25872.7500,25873.7500,bad,3611,25870.6343,72.63,True,False,4,1,17.00,4GB,Flat,448,,0.00,False,True,False,True,72.63,10.00,-10.00,True,False,SKIPPED_LONG,AvoidLongsOnBadCandle,LONG_SIGNAL
2025-12-12 16:04:00.000,451,25873.2500,25873.5000,25860.2500,25863.5000,bad,2631,25868.2562,-22.30,True,False,3,2,2.25,3G2B,Flat,448,,0.00,False,True,True,False,-22.30,10.00,-10.00,True,False,SKIPPED_LONG,AvoidLongsOnBadCandle,LONG_SIGNAL
2025-12-12 16:06:00.000,452,25863.0000,25871.0000,25860.2500,25865.2500,good,1967,25867.2542,-59.39,True,False,3,2,0.25,2G2BG,Flat,448,,0.00,True,False,True,False,-59.39,10.00,-10.00,True,False,SKIPPED_LONG,GradientFilter (-59.39° < 10.00°),LONG_SIGNAL
2025-12-12 16:08:00.000,453,25864.7500,25876.2500,25862.0000,25876.0000,good,1659,25870.1694,43.73,True,False,3,2,0.25,G2B2G,Flat,454,,0.00,True,False,False,True,43.73,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 16:10:00.000,454,25875.5000,25881.0000,25868.5000,25869.0000,bad,2003,25869.7796,51.62,False,True,2,3,-7.25,2B2GB,Long,455,25869.0000,0.00,False,True,False,True,51.62,10.00,-10.00,False,False,ENTERED_LONG,,TAKEN
2025-12-12 16:12:00.000,455,25869.0000,25874.0000,25864.0000,25866.7500,bad,1930,25868.7697,-34.99,False,True,2,3,-5.00,B2G2B,Flat,456,,0.00,False,True,True,False,-34.99,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 16:14:00.000,456,25866.2500,25867.7500,25858.7500,25859.7500,bad,1715,25865.7632,-63.53,False,True,2,3,-1.75,2G3B,Flat,456,,0.00,False,True,True,False,-63.53,10.00,-10.00,False,False,MISSED_SHORT,Unknown - should have entered,SHORT_SIGNAL
2025-12-12 16:16:00.000,457,25859.5000,25862.2500,25846.7500,25849.7500,bad,2866,25860.4254,-76.52,False,True,1,4,-13.75,G4B,Flat,456,,0.00,False,True,True,False,-76.52,10.00,-10.00,False,False,MISSED_SHORT,Unknown - should have entered,SHORT_SIGNAL
2025-12-12 16:18:00.000,458,25850.0000,25853.0000,25847.0000,25849.5000,bad,1556,25856.7836,-77.44,False,True,0,5,-25.50,5B,Flat,456,,0.00,False,True,True,False,-77.44,10.00,-10.00,False,False,MISSED_SHORT,Unknown - should have entered,SHORT_SIGNAL
2025-12-12 16:20:00.000,459,25849.5000,25857.5000,25840.2500,25854.5000,good,3308,25856.0224,-65.57,False,True,1,4,-14.00,4BG,Flat,456,,0.00,True,False,True,False,-65.57,10.00,-10.00,False,True,SKIPPED_SHORT,AvoidShortsOnGoodCandle,SHORT_SIGNAL
2025-12-12 16:22:00.000,460,25854.2500,25863.7500,25851.5000,25862.2500,good,2287,25858.0983,33.32,False,True,2,3,-3.75,3B2G,Flat,456,,0.00,True,False,False,True,33.32,10.00,-10.00,False,True,SKIPPED_SHORT,AvoidShortsOnGoodCandle,SHORT_SIGNAL
2025-12-12 16:24:00.000,461,25862.7500,25865.2500,25849.2500,25850.0000,bad,2361,25855.3989,-17.32,False,True,2,3,-10.00,2B2GB,Flat,462,,0.00,False,True,True,False,-17.32,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 16:26:00.000,462,25849.7500,25853.0000,25840.7500,25845.5000,bad,3062,25852.0992,-71.56,False,True,2,3,-4.50,B2G2B,Flat,462,,0.00,False,True,True,False,-71.56,10.00,-10.00,False,False,MISSED_SHORT,Unknown - should have entered,SHORT_SIGNAL
2025-12-12 16:28:00.000,463,25845.2500,25845.2500,25813.7500,25822.5000,bad,5827,25842.2328,-81.36,False,True,2,3,-26.75,2G3B,Flat,462,,0.00,False,True,True,False,-81.36,10.00,-10.00,False,False,MISSED_SHORT,Unknown - should have entered,SHORT_SIGNAL
2025-12-12 16:30:00.000,464,25822.0000,25837.5000,25809.7500,25813.0000,bad,5363,25832.4885,-84.18,False,True,1,4,-40.75,G4B,Flat,462,,0.00,False,True,True,False,-84.18,10.00,-10.00,False,False,MISSED_SHORT,Unknown - should have entered,SHORT_SIGNAL
2025-12-12 16:32:00.000,465,25813.0000,25834.7500,25775.2500,25822.5000,good,23934,25829.1590,-81.30,False,True,1,4,-39.25,4BG,Flat,462,,0.00,True,False,True,False,-81.30,10.00,-10.00,False,True,SKIPPED_SHORT,AvoidShortsOnGoodCandle,SHORT_SIGNAL
2025-12-12 16:34:00.000,466,25822.5000,25833.2500,25797.7500,25830.5000,good,14491,25829.6060,-55.25,False,True,2,3,-18.50,3B2G,Flat,462,,0.00,True,False,True,False,-55.25,10.00,-10.00,False,True,SKIPPED_SHORT,AvoidShortsOnGoodCandle,SHORT_SIGNAL
2025-12-12 16:36:00.000,467,25830.7500,25840.7500,25815.7500,25834.2500,good,12725,25831.1540,44.93,True,False,3,2,-10.75,2B3G,Flat,468,,0.00,True,False,False,True,44.93,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 16:38:00.000,468,25833.2500,25863.0000,25833.0000,25860.7500,good,13180,25841.0193,80.06,True,False,4,1,39.50,B4G,Long,468,25860.7500,0.00,True,False,False,True,80.06,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-12 16:40:00.000,469,25860.7500,25873.7500,25847.0000,25862.2500,good,10844,25848.0962,83.27,True,False,5,0,50.00,5G,Flat,470,,0.00,True,False,False,True,83.27,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 16:42:00.000,470,25862.2500,25866.7500,25803.7500,25837.2500,bad,16576,25844.4808,59.98,True,False,4,1,15.50,4GB,Flat,470,,0.00,False,True,False,True,59.98,10.00,-10.00,True,False,SKIPPED_LONG,AvoidLongsOnBadCandle,LONG_SIGNAL
2025-12-12 16:44:00.000,471,25837.0000,25842.0000,25806.7500,25809.5000,bad,13274,25832.8205,-82.54,True,False,3,2,-20.00,3G2B,Flat,470,,0.00,False,True,True,False,-82.54,10.00,-10.00,True,False,SKIPPED_LONG,AvoidLongsOnBadCandle,LONG_SIGNAL
2025-12-12 16:46:00.000,472,25810.0000,25819.5000,25792.0000,25797.2500,bad,12852,25820.9637,-85.14,False,True,2,3,-36.25,2G3B,Flat,473,,0.00,False,True,True,False,-85.14,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 16:48:00.000,473,25797.0000,25820.7500,25784.2500,25784.2500,bad,12714,25808.7258,-85.26,False,True,1,4,-76.50,G4B,Short,473,25784.2500,0.00,False,True,True,False,-85.26,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 16:50:00.000,474,25784.2500,25784.2500,25758.0000,25760.5000,bad,18168,25792.6505,-85.96,False,True,0,5,-101.75,5B,Short,473,25784.2500,47.50,False,True,True,False,-85.96,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 16:52:00.000,475,25760.7500,25793.2500,25754.7500,25786.5000,good,14506,25790.6004,-83.70,False,True,1,4,-51.00,4BG,Flat,473,,0.00,True,False,True,False,-83.70,10.00,-10.00,False,True,SKIPPED_SHORT,AvoidShortsOnGoodCandle,SHORT_SIGNAL
2025-12-12 16:54:00.000,476,25786.5000,25818.2500,25786.0000,25813.0000,good,14837,25798.0669,69.73,False,True,2,3,3.00,3B2G,Flat,473,,0.00,True,False,False,True,69.73,10.00,-10.00,False,True,SKIPPED_SHORT,AvoidShortsOnGoodCandle,SHORT_SIGNAL
2025-12-12 16:56:00.000,477,25812.5000,25824.7500,25803.5000,25811.7500,bad,9588,25802.6279,80.56,False,True,2,3,15.00,2B2GB,Flat,473,,0.00,False,True,False,True,80.56,10.00,-10.00,False,True,SKIPPED_SHORT,GradientFilter (80.56° > -10.00°),SHORT_SIGNAL
2025-12-12 16:58:00.000,478,25812.0000,25823.5000,25792.0000,25806.2500,bad,11868,25803.8353,70.88,False,True,2,3,22.00,B2G2B,Flat,473,,0.00,False,True,False,True,70.88,10.00,-10.00,False,True,SKIPPED_SHORT,GradientFilter (70.88° > -10.00°),SHORT_SIGNAL
2025-12-12 17:00:00.000,479,25806.2500,25816.0000,25798.0000,25811.2500,good,7346,25806.3069,61.47,True,False,3,2,50.75,2G2BG,Flat,480,,0.00,True,False,False,True,61.47,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 17:02:00.000,480,25811.7500,25812.5000,25767.5000,25782.5000,bad,18086,25798.3712,-69.90,False,True,2,3,-4.25,G2BGB,Flat,481,,0.00,False,True,True,False,-69.90,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 17:04:00.000,481,25782.2500,25790.0000,25757.2500,25763.5000,bad,12004,25786.7475,-84.16,False,True,1,4,-49.50,2BG2B,Flat,482,,0.00,False,True,True,False,-84.16,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 17:06:00.000,482,25763.5000,25766.2500,25728.2500,25737.2500,bad,18746,25770.2483,-85.93,False,True,1,4,-75.00,BG3B,Flat,483,,0.00,False,True,True,False,-85.93,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 17:08:00.000,483,25737.0000,25751.5000,25710.2500,25711.5000,bad,15734,25750.6656,-86.83,False,True,1,4,-94.75,G4B,Flat,484,,0.00,False,True,True,False,-86.83,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 17:10:00.000,484,25711.5000,25717.5000,25663.5000,25683.5000,bad,21349,25728.2770,-87.27,False,True,0,5,-127.75,5B,Flat,485,,0.00,False,True,True,False,-87.27,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 17:12:00.000,485,25682.5000,25725.5000,25677.2500,25707.0000,good,19258,25721.1847,-86.12,False,True,1,4,-74.00,4BG,Short,485,25707.0000,0.00,True,False,True,False,-86.12,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 17:14:00.000,486,25707.0000,25715.7500,25694.0000,25708.0000,good,9735,25716.7898,-80.12,False,True,2,3,-54.25,3B2G,Short,485,25707.0000,-2.00,True,False,True,False,-80.12,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 17:16:00.000,487,25707.5000,25713.2500,25684.7500,25686.7500,bad,10469,25706.7765,-82.10,False,True,2,3,-48.75,2B2GB,Short,485,25707.0000,40.50,False,True,True,False,-82.10,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 17:18:00.000,488,25686.7500,25692.0000,25665.5000,25688.0000,good,14542,25700.5177,-82.99,True,False,3,2,-22.00,B2GBG,Flat,485,,0.00,True,False,True,False,-82.99,10.00,-10.00,False,False,SKIPPED_LONG,GradientFilter (-82.99° < 10.00°),LONG_SIGNAL
2025-12-12 17:20:00.000,489,25688.2500,25710.0000,25681.5000,25689.2500,good,11115,25696.7618,-78.71,True,False,4,1,7.00,2GB2G,Flat,485,,0.00,True,False,True,False,-78.71,10.00,-10.00,False,False,SKIPPED_LONG,GradientFilter (-78.71° < 10.00°),LONG_SIGNAL
2025-12-12 17:22:00.000,490,25689.0000,25698.7500,25652.5000,25662.2500,bad,14952,25685.2579,-82.53,True,False,3,2,-44.25,GB2GB,Flat,485,,0.00,False,True,True,False,-82.53,10.00,-10.00,True,False,SKIPPED_LONG,AvoidLongsOnBadCandle,LONG_SIGNAL
2025-12-12 17:24:00.000,491,25661.7500,25678.2500,25651.7500,25663.0000,good,9114,25677.8386,-83.97,True,False,3,2,-44.00,B2GBG,Flat,485,,0.00,True,False,True,False,-83.97,10.00,-10.00,True,False,SKIPPED_LONG,GradientFilter (-83.97° < 10.00°),LONG_SIGNAL
2025-12-12 17:26:00.000,492,25662.7500,25665.2500,25614.7500,25622.5000,bad,21799,25659.3924,-85.58,True,False,3,2,-63.50,2GBGB,Flat,485,,0.00,False,True,True,False,-85.58,10.00,-10.00,True,False,SKIPPED_LONG,AvoidLongsOnBadCandle,LONG_SIGNAL
2025-12-12 17:28:00.000,493,25622.5000,25638.5000,25611.0000,25621.0000,bad,13320,25646.5949,-86.34,False,True,2,3,-66.25,GBG2B,Flat,494,,0.00,False,True,True,False,-86.34,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
