ts,method,bip,state,instrument,account,msg
2025-11-18 20:49:42.694,RefreshDynamicParameters,0,DataLoaded,MNQ 12-25,Sim101,2_11/18/2025 1:00:30 AM DynSizing -> TA:42 SL:21 QtyA:5 QtyB:5 (UseVol=False)
2025-11-18 20:49:43.952,ManageRunnerStopsCompact,0,Historical,MNQ 12-25,Sim101,[RunnerArm] LAopen=False LAmode=False SAopen=False SAmode=False armedLB=True armedSB=True RunnerTrailsWithA=True activeQtyA=5
2025-11-18 20:52:55.795,OnStateChange,0,Realtime,MNQ 12-25,Sim101,100_[RealtimeStart] nowUtc=2025-11-18T18:52:55.7932974Z CD_longRem=0.0s CD_shortRem=0.0s
2025-11-18 20:52:55.800,OnStateChange,0,Realtime,MNQ 12-25,Sim101,Test line at 2025-11-18T20:50:00.0000000
2025-11-18 20:53:01.540,SubmitLongAB,0,Realtime,MNQ 12-25,Sim101,16_11/18/2025 8:50:30 PM SubmitLongAB: QtyA=5 QtyB=5
2025-11-18 20:53:01.600,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:53:01 PM ENTRY , LongA , Action=Buy , State=Submitted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 20:53:01.641,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:53:01 PM ENTRY , LongB , Action=Buy , State=Submitted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 20:53:01.721,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:53:01 PM ENTRY , LongA , Action=Buy , State=Accepted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 20:53:01.722,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:53:01 PM ENTRY , LongA , Action=Buy , State=Working , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 20:53:01.726,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:53:01 PM ENTRY , LongA , Action=Buy , State=PartFilled , Qty=5 Filled=2 , Avg=24758 , Err=NoError "
2025-11-18 20:53:01.740,OnExecutionUpdate,0,Realtime,MNQ 12-25,Sim101,[LegQtyExec] o=LongA From= execQty=2 LA=2 LB=0 SA=0 SB=0 posQty=2
2025-11-18 20:53:01.746,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:53:01 PM ENTRY , LongB , Action=Buy , State=Accepted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 20:53:01.799,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/18/2025 8:53:01 PM , SL_A , FromEntry=LongA , State=Submitted , Lmt=0 Stp=24752.75 , Qty=2 Filled=0 , Error=NoError "
2025-11-18 20:53:01.799,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/18/2025 8:53:01 PM , SL_A , FromEntry=LongA , State=Submitted , Lmt=0 Stp=24752.75 , Qty=2 Filled=0 , Error=NoError "
2025-11-18 20:53:01.800,ArmOrTightenStop,0,Realtime,MNQ 12-25,Sim101,[EnsureA-Fixed] LongA SL_A -> 24752.75
2025-11-18 20:53:01.801,ArmOrTightenStop,0,Realtime,MNQ 12-25,Sim101,[EnsureA-Fixed] LongA SL_A -> 24752.75
2025-11-18 20:53:01.808,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:53:01 PM ENTRY , LongB , Action=Buy , State=Working , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 20:53:01.857,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:53:01 PM ENTRY , LongA , Action=Buy , State=Filled , Qty=5 Filled=5 , Avg=24758.15 , Err=NoError "
