timestamp,bar,direction,open,high,low,close,openFinal,highFinal,lowFinal,closeFinal,candleType,fastEma,fastEmaGradDeg,volume,bodyPct,upperWick,lowerWick,action,orderName,quantity,price,pnl,reason,prevOpen,prevClose,prevCandleType,allowLongThisBar,allowShortThisBar,trendUpAtDecision,trendDownAtDecision,decisionBarIndex,pendingShortFromGood,pendingLongFromBad,barPattern
2025-12-18 01:02:00.000,0,FLAT,24980.0000,25000.2500,24974.7500,24981.0000,24980.0000,25000.2500,24974.7500,24981.0000,good,24981.0000,,1985,0.039216,19.2500,5.2500,BAR,,0,0,,Flat,,,,True,False,False,False,0,False,False,
2025-12-18 01:04:00.000,1,FLAT,24980.5000,24991.5000,24980.2500,24984.5000,24980.5000,24991.5000,24980.2500,24984.5000,good,24982.1667,,785,0.355556,7.0000,0.2500,BAR,,0,0,,Flat,,,,True,False,False,False,1,False,False,
2025-12-18 01:06:00.000,2,FLAT,24983.5000,24984.7500,24967.5000,24972.5000,24983.5000,24984.7500,24967.5000,24972.5000,bad,24978.9444,-45.7848,1166,-0.637681,1.2500,5.0000,BAR,,0,0,,Flat,,,,False,True,False,False,2,False,False,
2025-12-18 01:08:00.000,3,FLAT,24971.2500,24986.7500,24967.0000,24968.5000,24971.2500,24986.7500,24967.0000,24968.5000,bad,24975.4630,-73.3879,1061,-0.139241,15.5000,1.5000,BAR,,0,0,,Flat,,,,False,True,False,False,3,False,False,
2025-12-18 01:10:00.000,4,FLAT,24967.7500,24971.5000,24960.0000,24963.2500,24967.7500,24971.5000,24960.0000,24963.2500,bad,24971.3920,-75.1677,899,-0.391304,3.7500,3.2500,BAR,,0,0,,Flat,,,,False,True,False,True,4,False,False,
2025-12-18 01:14:00.000,5,SHORT,24964.2500,24967.7500,24958.7500,24965.7500,24964.2500,24967.7500,24958.7500,24965.7500,good,24969.5113,-75.1677,540,0.166667,2.0000,5.5000,ENTRY,BarsOnTheFlowShort,1,24965.2500,,TrendDown,24967.7500,24963.2500,bad,False,True,False,True,5,False,False,2G3B
2025-12-18 01:12:00.000,5,SHORT,24964.2500,24967.7500,24958.7500,24965.7500,24964.2500,24967.7500,24958.7500,24965.7500,good,24969.5113,-71.4255,540,0.166667,2.0000,5.5000,BAR,,1,24965.25,,InTrade,,,,True,False,False,True,5,False,False,
2025-12-18 01:14:00.000,6,SHORT,24965.2500,24966.2500,24957.0000,24963.0000,24965.2500,24966.2500,24957.0000,24963.0000,bad,24967.3409,-63.7248,515,-0.243243,1.0000,6.0000,BAR,,1,24965.25,,InTrade,,,,False,True,False,True,6,False,False,
2025-12-18 01:16:00.000,7,SHORT,24963.0000,24966.7500,24960.0000,24962.2500,24963.0000,24966.7500,24960.0000,24962.2500,bad,24965.6439,-62.6545,384,-0.111111,3.7500,2.2500,BAR,,1,24965.25,,InTrade,,,,False,True,False,True,7,False,False,
2025-12-18 01:18:00.000,8,SHORT,24962.0000,24962.0000,24954.5000,24957.0000,24962.0000,24962.0000,24954.5000,24957.0000,bad,24962.7626,-66.4020,420,-0.666667,0.0000,2.5000,BAR,,1,24965.25,,InTrade,,,,False,True,False,True,8,False,False,
2025-12-18 01:20:00.000,9,SHORT,24957.5000,24962.2500,24955.7500,24957.0000,24957.5000,24962.2500,24955.7500,24957.0000,bad,24960.8417,-67.3894,330,-0.076923,4.7500,1.2500,BAR,,1,24965.25,,InTrade,,,,False,True,False,True,9,False,False,
2025-12-18 01:22:00.000,10,SHORT,24957.0000,24959.0000,24952.7500,24955.0000,24957.0000,24959.0000,24952.7500,24955.0000,bad,24958.8945,-62.6589,479,-0.320000,2.0000,2.2500,BAR,,1,24965.25,,InTrade,,,,False,True,False,True,10,False,False,
2025-12-18 01:24:00.000,11,SHORT,24955.7500,24959.7500,24952.7500,24956.0000,24955.7500,24959.7500,24952.7500,24956.0000,good,24957.9297,-55.5189,517,0.035714,3.7500,3.0000,BAR,,1,24965.25,,InTrade,,,,True,False,False,True,11,False,False,
2025-12-18 01:28:00.000,12,FLAT,24956.5000,24956.7500,24933.0000,24934.2500,24956.5000,24956.7500,24933.0000,24934.2500,bad,24950.0364,-55.5189,1392,-0.936842,0.2500,1.2500,EXIT,Trail stop,1,24950.0000,30.50,Trail stop,24967.7500,24963.2500,bad,False,True,False,True,5,False,False,
2025-12-18 01:26:00.000,12,FLAT,24956.5000,24956.7500,24933.0000,24934.2500,24956.5000,24956.7500,24933.0000,24934.2500,bad,24950.0364,-77.2769,1392,-0.936842,0.2500,1.2500,BAR,,0,0,,Flat,,,,False,True,False,True,12,False,False,
2025-12-18 01:30:00.000,13,SHORT,24934.2500,24951.7500,24934.0000,24951.7500,24934.2500,24951.7500,24934.0000,24951.7500,good,24950.6076,-77.2769,763,0.985915,0.0000,0.2500,ENTRY,BarsOnTheFlowShort,1,24951.7500,,TrendDown,24956.5000,24934.2500,bad,False,True,False,True,13,False,False,3BGB
