ts,method,bip,state,instrument,account,msg
2025-11-18 20:36:51.758,RefreshDynamicParameters,0,DataLoaded,MNQ 12-25,Sim101,2_11/18/2025 1:00:30 AM DynSizing -> TA:42 SL:21 QtyA:5 QtyB:5 (UseVol=False)
2025-11-18 20:36:53.101,ManageRunnerStopsCompact,0,Historical,MNQ 12-25,Sim101,[RunnerArm] LAopen=False LAmode=False SAopen=False SAmode=False armedLB=True armedSB=True RunnerTrailsWithA=True activeQtyA=5
2025-11-18 20:39:32.918,OnStateChange,0,Realtime,MNQ 12-25,Sim101,100_[RealtimeStart] nowUtc=2025-11-18T18:39:32.9172438Z CD_longRem=0.0s CD_shortRem=0.0s
2025-11-18 20:39:32.923,OnStateChange,0,Realtime,MNQ 12-25,Sim101,Test line at 2025-11-18T20:37:00.0000000
2025-11-18 20:39:42.075,SubmitLongAB,0,Realtime,MNQ 12-25,Sim101,16_11/18/2025 8:40:00 PM SubmitLongAB: QtyA=5 QtyB=5
2025-11-18 20:39:42.294,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:39:42 PM ENTRY , LongA , Action=Buy , State=Submitted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 20:39:42.339,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:39:42 PM ENTRY , LongB , Action=Buy , State=Submitted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 20:39:42.401,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:39:42 PM ENTRY , LongA , Action=Buy , State=Accepted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 20:39:42.403,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:39:42 PM ENTRY , LongA , Action=Buy , State=Working , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 20:39:42.431,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:39:42 PM ENTRY , LongA , Action=Buy , State=PartFilled , Qty=5 Filled=2 , Avg=24745 , Err=NoError "
2025-11-18 20:39:42.503,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:39:42 PM ENTRY , LongB , Action=Buy , State=Accepted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 20:39:42.513,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:39:42 PM ENTRY , LongB , Action=Buy , State=Working , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 20:39:42.521,OnExecutionUpdate,0,Realtime,MNQ 12-25,Sim101,[LegQtyExec] o=LongA From= execQty=2 LA=2 LB=0 SA=0 SB=0 posQty=2
2025-11-18 20:39:42.578,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/18/2025 8:39:42 PM , SL_A , FromEntry=LongA , State=Submitted , Lmt=0 Stp=24739.75 , Qty=2 Filled=0 , Error=NoError "
2025-11-18 20:39:42.579,ArmOrTightenStop,0,Realtime,MNQ 12-25,Sim101,[EnsureA-Fixed] LongA SL_A -> 24739.75
2025-11-18 20:39:42.654,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:39:42 PM ENTRY , LongA , Action=Buy , State=Filled , Qty=5 Filled=5 , Avg=24745.15 , Err=NoError "
2025-11-18 20:39:42.659,OnExecutionUpdate,0,Realtime,MNQ 12-25,Sim101,[LegQtyExec] o=LongA From= execQty=3 LA=5 LB=0 SA=0 SB=0 posQty=5
2025-11-18 20:39:42.677,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/18/2025 8:39:42 PM , SL_A , FromEntry=LongA , State=CancelPending , Lmt=0 Stp=24739.75 , Qty=2 Filled=0 , Error=NoError "
