Timestamp,Bar,Open,High,Low,Close,PNL,CandleType
2025-12-04 01:14:00,27,25645.25,25646.00,25643.00,25645.50,0.25,good
2025-12-04 01:14:30,28,25645.50,25647.50,25643.25,25647.00,1.50,good
2025-12-04 01:15:00,29,25647.25,25647.25,25645.50,25646.50,-0.75,bad
2025-12-04 01:15:30,30,25647.00,25650.00,25645.75,25647.25,0.25,good
2025-12-04 01:16:00,31,25647.50,25651.50,25647.25,25649.50,2.00,good
2025-12-04 01:16:30,32,25649.75,25649.75,25647.00,25647.00,-2.75,bad
2025-12-04 01:17:00,33,25647.00,25648.00,25646.75,25647.25,0.25,good
2025-12-04 01:17:30,34,25648.25,25651.50,25648.25,25650.50,2.25,good
2025-12-04 01:18:00,35,25650.25,25650.50,25648.00,25649.25,-1.00,bad
2025-12-04 01:18:30,36,25649.25,25652.50,25648.50,25652.00,2.75,good
2025-12-04 01:19:00,37,25651.50,25654.00,25650.75,25652.00,0.50,good
2025-12-04 01:19:30,38,25651.25,25653.25,25650.00,25652.50,1.25,good
2025-12-04 01:20:00,39,25653.25,25655.75,25652.00,25654.00,0.75,good
2025-12-04 01:20:30,40,25654.25,25657.50,25652.25,25652.25,-2.00,bad
2025-12-04 01:21:00,41,25652.25,25654.00,25651.75,25653.00,0.75,good
2025-12-04 01:21:30,42,25652.25,25652.25,25649.50,25650.75,-1.50,bad
2025-12-04 01:22:00,43,25650.75,25654.25,25650.25,25653.75,3.00,good
2025-12-04 01:22:30,44,25653.75,25655.00,25653.00,25654.50,0.75,good
2025-12-04 01:23:00,45,25654.50,25654.50,25652.50,25653.00,-1.50,bad
2025-12-04 01:23:30,46,25653.75,25656.25,25652.75,25655.50,1.75,good
2025-12-04 01:24:00,47,25655.00,25655.50,25652.25,25653.50,-1.50,bad
2025-12-04 01:24:30,48,25653.25,25653.25,25650.00,25651.25,-2.00,bad
2025-12-04 01:25:00,49,25651.25,25652.25,25650.50,25651.75,0.50,good
2025-12-04 01:25:30,50,25652.00,25652.25,25650.75,25651.00,-1.00,bad
2025-12-04 01:26:00,51,25651.00,25652.00,25649.25,25651.25,0.25,good
2025-12-04 01:26:30,52,25651.25,25652.50,25650.00,25651.50,0.25,good
2025-12-04 01:27:00,53,25651.75,25652.00,25650.25,25651.00,-0.75,bad
2025-12-04 01:27:30,54,25650.25,25650.25,25648.50,25648.50,-1.75,bad
2025-12-04 01:28:00,55,25648.50,25649.50,25646.50,25649.00,0.50,good
2025-12-04 01:28:30,56,25649.50,25652.25,25649.00,25650.75,1.25,good
2025-12-04 01:29:00,57,25650.00,25651.50,25649.25,25649.50,-0.50,bad
2025-12-04 01:29:30,58,25649.25,25650.50,25647.50,25650.50,1.25,good
2025-12-04 01:30:00,59,25650.25,25652.25,25649.50,25652.25,2.00,good
2025-12-04 01:30:30,60,25651.50,25654.50,25651.25,25654.00,2.50,good
2025-12-04 01:31:00,61,25654.00,25654.75,25652.75,25653.50,-0.50,bad
2025-12-04 01:31:30,62,25654.00,25656.50,25653.75,25654.50,0.50,good
2025-12-04 01:32:00,63,25654.50,25657.50,25654.50,25657.25,2.75,good
2025-12-04 01:32:30,64,25657.25,25657.75,25651.25,25654.25,-3.00,bad
2025-12-04 01:33:00,65,25654.25,25655.75,25654.00,25654.50,0.25,good
2025-12-04 01:33:30,66,25653.75,25653.75,25649.25,25653.00,-0.75,bad
2025-12-04 01:34:00,67,25653.00,25654.50,25651.75,25653.50,0.50,good
2025-12-04 01:34:30,68,25653.25,25653.25,25650.75,25651.50,-1.75,bad
2025-12-04 01:35:00,69,25651.50,25654.50,25650.75,25651.75,0.25,good
2025-12-04 01:35:30,70,25651.50,25655.25,25651.50,25655.25,3.75,good
2025-12-04 01:36:00,71,25655.25,25655.75,25654.25,25654.50,-0.75,bad
2025-12-04 01:36:30,72,25654.50,25654.50,25653.25,25654.50,0.00,good and bad
2025-12-04 01:37:00,73,25654.00,25655.25,25653.00,25655.25,1.25,good
2025-12-04 01:37:30,74,25655.25,25656.25,25654.50,25654.75,-0.50,bad
2025-12-04 01:38:00,75,25655.25,25655.25,25654.00,25654.75,-0.50,bad
2025-12-04 01:38:30,76,25655.00,25655.25,25650.75,25652.00,-3.00,bad
2025-12-04 01:39:00,77,25652.00,25653.00,25650.75,25650.75,-1.25,bad
2025-12-04 01:39:30,78,25651.00,25652.50,25651.00,25652.00,1.00,good
2025-12-04 01:40:00,79,25652.25,25654.00,25651.75,25653.00,0.75,good
2025-12-04 01:40:30,80,25652.50,25656.50,25651.75,25656.00,3.50,good
2025-12-04 01:41:00,81,25656.25,25658.00,25655.75,25657.00,0.75,good
2025-12-04 01:41:30,82,25657.50,25657.50,25655.75,25656.50,-1.00,bad
2025-12-04 01:42:00,83,25656.75,25656.75,25652.75,25653.00,-3.75,bad
2025-12-04 01:42:30,84,25652.50,25653.50,25651.50,25652.50,0.00,good and bad
2025-12-04 01:43:00,85,25651.50,25653.00,25650.75,25650.75,-0.75,bad
2025-12-04 01:43:30,86,25651.25,25651.75,25650.00,25651.75,0.50,good
2025-12-04 01:44:00,87,25652.00,25652.75,25651.50,25651.50,-0.50,bad
2025-12-04 01:44:30,88,25652.25,25654.00,25652.00,25652.50,0.25,good
2025-12-04 01:45:00,89,25652.00,25653.50,25651.75,25653.50,1.50,good
2025-12-04 01:45:30,90,25653.75,25654.25,25652.00,25652.25,-1.50,bad
2025-12-04 01:46:00,91,25652.00,25652.50,25651.25,25652.25,0.25,good
2025-12-04 01:46:30,92,25651.50,25651.75,25648.25,25651.00,-0.50,bad
2025-12-04 01:47:00,93,25651.00,25651.75,25649.25,25650.50,-0.50,bad
2025-12-04 01:47:30,94,25649.00,25649.75,25648.00,25648.00,-1.00,bad
2025-12-04 01:48:00,95,25648.50,25649.25,25646.25,25648.25,-0.25,bad
2025-12-04 01:48:30,96,25649.00,25649.50,25645.00,25645.75,-3.25,bad
2025-12-04 01:49:00,97,25646.50,25651.50,25645.50,25650.75,4.25,good
2025-12-04 01:49:30,98,25650.75,25652.00,25648.25,25649.25,-1.50,bad
2025-12-04 01:50:00,99,25648.25,25649.25,25646.50,25646.75,-1.50,bad
2025-12-04 01:50:30,100,25646.50,25647.75,25643.75,25647.00,0.50,good
2025-12-04 01:51:00,101,25645.50,25647.50,25641.50,25646.75,1.25,good
2025-12-04 01:51:30,102,25647.00,25649.25,25646.25,25649.25,2.25,good
2025-12-04 01:52:00,103,25649.00,25652.25,25648.00,25651.25,2.25,good
2025-12-04 01:52:30,104,25651.50,25651.50,25646.75,25646.75,-4.75,bad
2025-12-04 01:53:00,105,25646.25,25649.25,25645.25,25648.00,1.75,good
2025-12-04 01:53:30,106,25647.50,25647.50,25643.00,25644.25,-3.25,bad
2025-12-04 01:54:00,107,25643.50,25647.25,25643.25,25646.00,2.50,good
2025-12-04 01:54:30,108,25646.00,25646.50,25644.75,25646.25,0.25,good
2025-12-04 01:55:00,109,25645.75,25647.00,25644.50,25646.75,1.00,good
2025-12-04 01:55:30,110,25647.00,25647.25,25644.75,25646.75,-0.25,bad
2025-12-04 01:56:00,111,25647.50,25648.25,25645.25,25645.25,-2.25,bad
2025-12-04 01:56:30,112,25646.00,25647.50,25646.00,25647.00,1.00,good
2025-12-04 01:57:00,113,25647.25,25647.75,25646.50,25647.75,0.50,good
2025-12-04 01:57:30,114,25647.25,25649.25,25646.25,25647.25,0.00,good and bad
2025-12-04 01:58:00,115,25648.00,25649.00,25646.25,25646.25,-1.75,bad
2025-12-04 01:58:30,116,25646.25,25648.25,25646.00,25648.25,2.00,good
2025-12-04 01:59:00,117,25648.50,25648.50,25646.25,25648.00,-0.50,bad
2025-12-04 01:59:30,118,25647.25,25648.00,25646.00,25647.50,0.25,good
2025-12-04 02:00:00,119,25647.50,25647.75,25646.25,25647.50,0.00,good and bad
2025-12-04 02:00:30,120,25648.00,25650.50,25646.75,25648.75,0.75,good
2025-12-04 02:01:00,121,25649.50,25649.75,25643.50,25644.25,-5.25,bad
2025-12-04 02:01:30,122,25644.00,25645.50,25642.25,25643.00,-1.00,bad
2025-12-04 02:02:00,123,25643.00,25644.25,25641.50,25643.00,0.00,good and bad
2025-12-04 02:02:30,124,25642.50,25646.50,25642.50,25646.50,4.00,good
2025-12-04 02:03:00,125,25646.50,25651.00,25646.50,25649.50,3.00,good
2025-12-04 02:03:30,126,25649.50,25651.25,25648.75,25651.00,1.50,good
2025-12-04 02:04:00,127,25651.25,25656.00,25650.00,25654.75,3.50,good
2025-12-04 02:04:30,128,25654.75,25662.50,25652.50,25662.00,7.25,good
2025-12-04 02:05:00,129,25661.50,25662.50,25656.25,25658.25,-3.25,bad
2025-12-04 02:05:30,130,25658.50,25659.75,25656.00,25659.00,0.50,good
2025-12-04 02:06:00,131,25659.00,25661.00,25657.50,25661.00,2.00,good
2025-12-04 02:06:30,132,25661.00,25662.00,25656.25,25656.50,-4.50,bad
2025-12-04 02:07:00,133,25658.00,25661.25,25656.75,25660.00,2.00,good
2025-12-04 02:07:30,134,25660.00,25660.50,25657.50,25660.25,0.25,good
2025-12-04 02:08:00,135,25659.50,25660.00,25654.50,25654.50,-5.00,bad
2025-12-04 02:08:30,136,25654.50,25658.25,25653.25,25657.50,3.00,good
2025-12-04 02:09:00,137,25657.25,25658.75,25656.75,25657.75,0.50,good
2025-12-04 02:09:30,138,25658.00,25660.25,25656.75,25656.75,-1.25,bad
2025-12-04 02:10:00,139,25657.50,25659.25,25655.75,25657.25,-0.25,bad
2025-12-04 02:10:30,140,25658.25,25660.75,25658.00,25659.75,1.50,good
2025-12-04 02:11:00,141,25660.00,25666.00,25660.00,25663.50,3.50,good
2025-12-04 02:11:30,142,25663.75,25664.50,25661.50,25662.25,-1.50,bad
2025-12-04 02:12:00,143,25662.75,25663.00,25657.25,25658.25,-4.50,bad
2025-12-04 02:12:30,144,25657.50,25659.25,25656.00,25658.50,1.00,good
2025-12-04 02:13:00,145,25657.50,25658.25,25652.75,25654.75,-2.75,bad
2025-12-04 02:13:30,146,25655.00,25655.75,25651.50,25652.75,-2.25,bad
2025-12-04 02:14:00,147,25653.75,25656.75,25653.75,25655.25,1.50,good
2025-12-04 02:14:30,148,25656.00,25657.00,25653.75,25654.50,-1.50,bad
2025-12-04 02:15:00,149,25655.00,25657.00,25654.00,25656.75,1.75,good
2025-12-04 02:15:30,150,25657.25,25662.00,25656.25,25660.25,3.00,good
2025-12-04 02:16:00,151,25659.75,25662.75,25659.75,25660.75,1.00,good
2025-12-04 02:16:30,152,25660.75,25664.00,25658.75,25659.75,-1.00,bad
2025-12-04 02:17:00,153,25659.00,25661.50,25658.50,25660.75,1.75,good
2025-12-04 02:17:30,154,25660.00,25660.50,25655.75,25655.75,-4.25,bad
2025-12-04 02:18:00,155,25655.50,25657.25,25652.75,25654.75,-0.75,bad
2025-12-04 02:18:30,156,25655.25,25656.75,25653.25,25656.50,1.25,good
2025-12-04 02:19:00,157,25656.25,25658.25,25655.75,25656.25,0.00,good and bad
2025-12-04 02:19:30,158,25656.00,25658.75,25655.00,25658.25,2.25,good
2025-12-04 02:20:00,159,25659.00,25662.00,25658.50,25662.00,3.00,good
2025-12-04 02:20:30,160,25662.00,25662.00,25659.25,25660.75,-1.25,bad
2025-12-04 02:21:00,161,25660.00,25660.25,25657.25,25658.25,-1.75,bad
2025-12-04 02:21:30,162,25659.00,25659.00,25657.75,25659.00,0.00,good and bad
2025-12-04 02:22:00,163,25657.75,25659.00,25657.50,25658.50,0.75,good
2025-12-04 02:22:30,164,25658.50,25659.50,25656.50,25658.75,0.25,good
2025-12-04 02:23:00,165,25658.50,25660.00,25658.00,25658.75,0.25,good
2025-12-04 02:23:30,166,25658.50,25658.75,25656.25,25656.50,-2.00,bad
2025-12-04 02:24:00,167,25656.50,25659.50,25656.50,25658.00,1.50,good
2025-12-04 02:24:30,168,25658.75,25659.50,25658.00,25658.50,-0.25,bad
2025-12-04 02:25:00,169,25658.25,25659.25,25657.75,25659.00,0.75,good
2025-12-04 02:25:30,170,25658.25,25659.50,25657.25,25659.50,1.25,good
2025-12-04 02:26:00,171,25659.25,25659.50,25658.50,25659.50,0.25,good
2025-12-04 02:26:30,172,25659.25,25659.50,25656.00,25657.25,-2.00,bad
2025-12-04 02:27:00,173,25656.75,25658.25,25654.75,25657.25,0.50,good
2025-12-04 02:27:30,174,25657.50,25659.50,25657.50,25659.00,1.50,good
2025-12-04 02:28:00,175,25658.50,25658.75,25656.25,25656.25,-2.25,bad
2025-12-04 02:28:30,176,25656.25,25657.75,25654.00,25654.75,-1.50,bad
2025-12-04 02:29:00,177,25655.00,25656.00,25654.50,25655.75,0.75,good
2025-12-04 02:29:30,178,25656.00,25657.25,25655.00,25655.50,-0.50,bad
2025-12-04 02:30:00,179,25655.00,25656.25,25655.00,25655.50,0.50,good
2025-12-04 02:30:30,180,25656.25,25658.00,25655.00,25656.25,0.00,good and bad
2025-12-04 02:31:00,181,25657.00,25660.50,25656.50,25659.75,2.75,good
2025-12-04 02:31:30,182,25659.75,25661.25,25657.50,25657.75,-2.00,bad
2025-12-04 02:32:00,183,25658.00,25659.00,25656.75,25657.50,-0.50,bad
2025-12-04 02:32:30,184,25658.00,25658.00,25655.75,25656.50,-1.50,bad
2025-12-04 02:33:00,185,25656.50,25656.50,25655.50,25656.50,0.00,good and bad
2025-12-04 02:33:30,186,25656.00,25657.00,25654.75,25657.00,1.00,good
2025-12-04 02:34:00,187,25657.00,25657.00,25654.75,25656.00,-1.00,bad
2025-12-04 02:34:30,188,25655.75,25657.00,25654.50,25656.00,0.25,good
2025-12-04 02:35:00,189,25657.00,25657.75,25657.00,25657.50,0.50,good
2025-12-04 02:35:30,190,25656.75,25659.50,25655.75,25656.00,-0.75,bad
2025-12-04 02:36:00,191,25655.75,25657.00,25655.75,25657.00,1.25,good
2025-12-04 02:36:30,192,25656.75,25657.50,25655.50,25657.50,0.75,good
2025-12-04 02:37:00,193,25657.50,25659.25,25656.50,25657.75,0.25,good
2025-12-04 02:37:30,194,25658.50,25659.00,25656.75,25657.00,-1.50,bad
2025-12-04 02:38:00,195,25657.00,25658.25,25656.25,25656.25,-0.75,bad
2025-12-04 02:38:30,196,25655.50,25656.75,25654.75,25655.75,0.25,good
2025-12-04 02:39:00,197,25654.75,25657.00,25654.75,25656.50,1.75,good
2025-12-04 02:39:30,198,25656.50,25657.00,25655.50,25656.25,-0.25,bad
2025-12-04 02:40:00,199,25655.75,25657.25,25655.75,25657.25,1.50,good
2025-12-04 02:40:30,200,25656.50,25656.75,25654.00,25654.25,-2.25,bad
2025-12-04 02:41:00,201,25655.25,25657.25,25655.25,25656.75,1.50,good
2025-12-04 02:41:30,202,25656.50,25658.00,25656.25,25657.50,1.00,good
2025-12-04 02:42:00,203,25657.75,25658.75,25656.50,25656.50,-1.25,bad
2025-12-04 02:42:30,204,25656.00,25657.25,25656.00,25656.50,0.50,good
2025-12-04 02:43:00,205,25657.00,25657.75,25656.25,25657.00,0.00,good and bad
2025-12-04 02:43:30,206,25657.25,25657.75,25657.00,25657.75,0.50,good
2025-12-04 02:44:00,207,25657.25,25657.25,25654.25,25655.00,-2.25,bad
2025-12-04 02:44:30,208,25654.25,25655.75,25654.00,25655.75,1.50,good
2025-12-04 02:45:00,209,25655.25,25655.50,25654.25,25655.00,-0.25,bad
2025-12-04 02:45:30,210,25655.25,25655.25,25651.50,25654.75,-0.50,bad
2025-12-04 02:46:00,211,25655.25,25655.50,25652.50,25653.25,-2.00,bad
2025-12-04 02:46:30,212,25653.50,25653.50,25646.50,25648.00,-5.50,bad
2025-12-04 02:47:00,213,25647.25,25649.25,25645.50,25648.25,1.00,good
2025-12-04 02:47:30,214,25648.00,25649.75,25646.75,25648.00,0.00,good and bad
2025-12-04 02:48:00,215,25648.25,25650.25,25647.75,25649.50,1.25,good
2025-12-04 02:48:30,216,25649.50,25651.50,25648.75,25650.25,0.75,good
2025-12-04 02:49:00,217,25650.00,25652.00,25650.00,25651.75,1.75,good
2025-12-04 02:49:30,218,25651.25,25651.50,25648.25,25649.00,-2.25,bad
2025-12-04 02:50:00,219,25648.75,25651.50,25648.00,25651.00,2.25,good
2025-12-04 02:50:30,220,25651.00,25652.75,25648.50,25648.75,-2.25,bad
2025-12-04 02:51:00,221,25648.75,25650.25,25648.25,25649.25,0.50,good
2025-12-04 02:51:30,222,25649.50,25650.50,25647.75,25648.50,-1.00,bad
2025-12-04 02:52:00,223,25648.50,25649.25,25646.75,25647.25,-1.25,bad
2025-12-04 02:52:30,224,25647.50,25647.75,25643.25,25644.25,-3.25,bad
2025-12-04 02:53:00,225,25644.25,25645.50,25642.50,25644.25,0.00,good and bad
2025-12-04 02:53:30,226,25643.75,25645.50,25642.00,25642.00,-1.75,bad
2025-12-04 02:54:00,227,25642.25,25642.50,25638.50,25639.00,-3.25,bad
2025-12-04 02:54:30,228,25639.00,25639.00,25632.50,25634.25,-4.75,bad
2025-12-04 02:55:00,229,25634.25,25635.25,25627.00,25631.00,-3.25,bad
2025-12-04 02:55:30,230,25630.25,25630.25,25621.25,25624.00,-6.25,bad
2025-12-04 02:56:00,231,25625.00,25632.00,25623.50,25631.75,6.75,good
2025-12-04 02:56:30,232,25632.75,25637.00,25630.50,25637.00,4.25,good
2025-12-04 02:57:00,233,25636.25,25637.75,25634.75,25636.75,0.50,good
2025-12-04 02:57:30,234,25636.75,25637.25,25633.50,25635.50,-1.25,bad
2025-12-04 02:58:00,235,25635.50,25635.50,25632.00,25633.50,-2.00,bad
2025-12-04 02:58:30,236,25632.75,25634.75,25632.25,25634.00,1.25,good
2025-12-04 02:59:00,237,25634.50,25635.00,25628.50,25628.75,-5.75,bad
2025-12-04 02:59:30,238,25628.75,25632.00,25627.00,25632.00,3.25,good
2025-12-04 03:00:00,239,25632.00,25634.00,25630.75,25632.75,0.75,good
2025-12-04 03:00:30,240,25633.00,25636.75,25628.50,25634.75,1.75,good
2025-12-04 03:01:00,241,25634.50,25635.00,25631.75,25633.25,-1.25,bad
2025-12-04 03:01:30,242,25633.00,25639.00,25632.75,25634.25,1.25,good
2025-12-04 03:02:00,243,25634.75,25636.00,25632.25,25635.75,1.00,good
2025-12-04 03:02:30,244,25635.50,25637.00,25634.25,25634.75,-0.75,bad
2025-12-04 03:03:00,245,25634.00,25634.25,25632.00,25633.75,-0.25,bad
2025-12-04 03:03:30,246,25633.75,25635.00,25633.75,25634.25,0.50,good
2025-12-04 03:04:00,247,25634.00,25637.25,25632.25,25632.25,-1.75,bad
2025-12-04 03:04:30,248,25633.00,25634.00,25631.75,25633.50,0.50,good
2025-12-04 03:05:00,249,25633.25,25633.50,25631.25,25632.00,-1.25,bad
2025-12-04 03:05:30,250,25631.75,25632.25,25628.50,25631.25,-0.50,bad
2025-12-04 03:06:00,251,25631.50,25639.75,25631.25,25638.25,6.75,good
2025-12-04 03:06:30,252,25638.50,25646.00,25638.50,25645.00,6.50,good
2025-12-04 03:07:00,253,25645.50,25651.75,25643.25,25650.50,5.00,good
2025-12-04 03:07:30,254,25649.50,25652.00,25648.50,25651.25,1.75,good
2025-12-04 03:08:00,255,25651.25,25651.75,25646.75,25648.00,-3.25,bad
2025-12-04 03:08:30,256,25648.25,25650.25,25641.75,25644.75,-3.50,bad
2025-12-04 03:09:00,257,25644.75,25649.75,25644.50,25648.50,3.75,good
2025-12-04 03:09:30,258,25648.50,25649.00,25645.75,25649.00,0.50,good
2025-12-04 03:10:00,259,25648.75,25650.00,25648.25,25648.75,0.00,good and bad
2025-12-04 03:10:30,260,25649.00,25655.25,25648.50,25653.75,4.75,good
2025-12-04 03:11:00,261,25654.00,25661.00,25653.25,25659.00,5.00,good
2025-12-04 03:11:30,262,25659.00,25662.75,25658.75,25661.50,2.50,good
2025-12-04 03:12:00,263,25662.00,25663.00,25660.00,25660.50,-1.50,bad
2025-12-04 03:12:30,264,25660.50,25662.25,25660.00,25660.00,-0.50,bad
2025-12-04 03:13:00,265,25659.25,25660.00,25656.25,25657.50,-1.75,bad
2025-12-04 03:13:30,266,25657.00,25658.00,25652.75,25655.00,-2.00,bad
2025-12-04 03:14:00,267,25655.25,25657.75,25654.25,25656.00,0.75,good
2025-12-04 03:14:30,268,25655.25,25656.75,25651.75,25655.75,0.50,good
2025-12-04 03:15:00,269,25656.00,25657.00,25654.00,25655.25,-0.75,bad
2025-12-04 03:15:30,270,25655.75,25656.00,25649.25,25654.50,-1.25,bad
2025-12-04 03:16:00,271,25654.75,25655.25,25653.25,25655.25,0.50,good
2025-12-04 03:16:30,272,25654.50,25657.25,25652.50,25656.50,2.00,good
2025-12-04 03:17:00,273,25656.75,25657.50,25654.50,25654.50,-2.25,bad
2025-12-04 03:17:30,274,25655.25,25660.00,25654.00,25657.50,2.25,good
2025-12-04 03:18:00,275,25658.25,25658.25,25653.25,25653.75,-4.50,bad
2025-12-04 03:18:30,276,25654.25,25655.50,25651.00,25651.00,-3.25,bad
2025-12-04 03:19:00,277,25651.75,25655.25,25651.00,25654.00,2.25,good
2025-12-04 03:19:30,278,25653.25,25653.75,25650.00,25650.00,-3.25,bad
2025-12-04 03:20:00,279,25650.50,25651.50,25649.75,25651.50,1.00,good
2025-12-04 03:20:30,280,25650.75,25656.00,25650.50,25654.00,3.25,good
2025-12-04 03:21:00,281,25653.50,25656.50,25653.25,25656.00,2.50,good
2025-12-04 03:21:30,282,25655.25,25657.75,25655.25,25656.25,1.00,good
2025-12-04 03:22:00,283,25655.50,25658.25,25654.75,25657.00,1.50,good
2025-12-04 03:22:30,284,25656.25,25658.75,25656.00,25657.00,0.75,good
2025-12-04 03:23:00,285,25657.25,25657.50,25653.50,25653.75,-3.50,bad
2025-12-04 03:23:30,286,25654.50,25654.50,25650.75,25653.00,-1.50,bad
2025-12-04 03:24:00,287,25652.50,25655.25,25652.50,25653.50,1.00,good
2025-12-04 03:24:30,288,25653.00,25655.25,25653.00,25653.75,0.75,good
2025-12-04 03:25:00,289,25654.00,25654.00,25650.50,25651.00,-3.00,bad
2025-12-04 03:25:30,290,25651.50,25654.00,25651.50,25653.50,2.00,good
2025-12-04 03:26:00,291,25654.00,25656.75,25652.50,25656.25,2.25,good
2025-12-04 03:26:30,292,25656.00,25656.00,25653.25,25655.25,-0.75,bad
2025-12-04 03:27:00,293,25655.25,25658.25,25655.25,25657.50,2.25,good
2025-12-04 03:27:30,294,25657.50,25660.00,25656.00,25659.75,2.25,good
2025-12-04 03:28:00,295,25659.25,25660.00,25658.75,25659.00,-0.25,bad
2025-12-04 03:28:30,296,25659.00,25660.00,25658.00,25659.00,0.00,good and bad
2025-12-04 03:29:00,297,25659.25,25659.50,25655.75,25656.00,-3.25,bad
2025-12-04 03:29:30,298,25656.00,25658.25,25655.50,25657.75,1.75,good
2025-12-04 03:30:00,299,25657.50,25659.25,25655.50,25659.00,1.50,good
2025-12-04 03:30:30,300,25658.25,25658.25,25654.25,25655.25,-3.00,bad
2025-12-04 03:31:00,301,25655.00,25655.25,25653.50,25655.25,0.25,good
2025-12-04 03:31:30,302,25655.25,25657.25,25653.75,25654.75,-0.50,bad
2025-12-04 03:32:00,303,25654.25,25654.75,25650.50,25651.75,-2.50,bad
2025-12-04 03:32:30,304,25651.50,25652.00,25644.75,25644.75,-6.75,bad
2025-12-04 03:33:00,305,25645.25,25648.25,25645.00,25647.75,2.50,good
2025-12-04 03:33:30,306,25647.00,25650.50,25645.50,25650.00,3.00,good
2025-12-04 03:34:00,307,25650.50,25652.25,25649.25,25650.75,0.25,good
2025-12-04 03:34:30,308,25649.75,25652.25,25649.25,25649.75,0.00,good and bad
2025-12-04 03:35:00,309,25650.00,25653.50,25650.00,25653.00,3.00,good
2025-12-04 03:35:30,310,25653.00,25654.00,25650.00,25651.25,-1.75,bad
2025-12-04 03:36:00,311,25652.00,25653.25,25651.50,25651.50,-0.50,bad
2025-12-04 03:36:30,312,25652.75,25652.75,25650.00,25651.00,-1.75,bad
2025-12-04 03:37:00,313,25651.25,25654.75,25648.25,25650.00,-1.25,bad
2025-12-04 03:37:30,314,25649.25,25650.00,25646.50,25648.50,-0.75,bad
2025-12-04 03:38:00,315,25648.25,25649.50,25647.00,25649.00,0.75,good
2025-12-04 03:38:30,316,25648.50,25649.75,25646.50,25649.00,0.50,good
2025-12-04 03:39:00,317,25649.25,25649.25,25647.50,25648.50,-0.75,bad
2025-12-04 03:39:30,318,25649.50,25651.75,25649.00,25650.75,1.25,good
2025-12-04 03:40:00,319,25650.50,25652.00,25649.75,25650.50,0.00,good and bad
2025-12-04 03:40:30,320,25650.75,25651.50,25649.50,25649.50,-1.25,bad
2025-12-04 03:41:00,321,25649.50,25650.00,25647.50,25648.75,-0.75,bad
2025-12-04 03:41:30,322,25648.50,25652.00,25648.50,25649.50,1.00,good
2025-12-04 03:42:00,323,25649.75,25651.00,25648.75,25648.75,-1.00,bad
2025-12-04 03:42:30,324,25648.50,25649.00,25645.00,25645.50,-3.00,bad
2025-12-04 03:43:00,325,25645.25,25645.50,25643.00,25645.00,-0.25,bad
2025-12-04 03:43:30,326,25645.50,25647.50,25643.00,25644.50,-1.00,bad
2025-12-04 03:44:00,327,25643.75,25649.50,25643.50,25648.25,4.50,good
2025-12-04 03:44:30,328,25649.00,25650.00,25648.50,25648.75,-0.25,bad
2025-12-04 03:45:00,329,25648.50,25650.50,25648.25,25649.50,1.00,good
2025-12-04 03:45:30,330,25649.75,25652.00,25647.75,25649.25,-0.50,bad
